Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-relation-axioms.ofn_functional.owl,615982718,1308990471,1924973189
approximated_64eb5d88-5096-4e23-8f6b-a5935686d2f9_nana_bread.rdf_functional.owl,13948213,3897261,17845474
64b9b4e9-cd95-4146-be1d-0a41a50d48de_ckeyLeague.owl_functional.owl,15489015,673052,16162067
approximated_51ccd522-7434-4c21-b0c4-f3ec9e24174e_OperOnt.owl_functional.owl,10975478,6486996,17462474
approximated_1b3b146e-696c-4cd9-81d0-bc1144a3dfa8_video_game.ttl_functional.owl,12731317,3705196,16436513
approximated_36a59783-abda-4bc8-806e-997fd8c591f4_Machete.rdf_functional.owl,11116317,3757846,14874163
approximated_8c89fab3-2c10-40ff-82c4-99fc15a17de2_acdnumap.owl_functional.owl,15290675,10473214,25763889
1e91ca85-e1e5-4dd9-9bf8-5ec9b2c95223_cheeses0.1.ttl_functional.owl,23669561,4186892,27856453
approximated_3b0cc67d-c37f-4d1a-bf83-681ea96348f5_Peeps.rdf_functional.owl,4912129,3751313,8663442
e40d2f43-2d22-4acd-8e2b-33c1e6c2c7ff_classified.owl_functional.owl,234776974,704905622,939682596
approximated_101f4154-ca96-4301-99cb-4151bc204856_Mendeley.rdf_functional.owl,14423727,3861804,18285531
approximated_e50ef71f-a04c-45c8-8b69-3f2eee983fcf_Assessment.owl_functional.owl,138726088,211768956,350495044
f99cf71b-925f-4a6d-8dc0-da6e05e345af_ss_xp_cell.obo_functional.owl,50076331,18471076,68547407
approximated_ccb649cd-7033-4a68-aedf-3d77963e051b_onto.rdf_functional.owl,13543840,5086651,18630491
approximated_60e5e719-fa57-44e3-85da-43e7ba147ea3_Gouda.ttl_functional.owl,13130289,3739808,16870097
757a50ae-e1d5-4906-bc0e-004723d75042__documentation_functional.owl,9727027,1177227,10904254
63a4907c-f852-4598-98dc-e71620b6a7b1_NIFResource.owl_functional.owl,15002218,5288785,20291003
approximated_87350cbc-c69c-451e-b952-5053f1add0e7_chemtop.owl_functional.owl,16293945,8131701,24425646
b6bf1149-80c9-452f-9470-997d231045ff_contextcore.owl_functional.owl,15712608,1990422,17703030
approximated_69167976-8b4d-4b54-a183-b0075ce8c394_Lumpsucker.rdf_functional.owl,17542177,3910461,21452638
approximated_dc944d1c-2206-4d20-827b-a09044701ce3_urcesbroad.owl_functional.owl,18473355,9083979,27557334
approximated_709c0654-f47c-4f2e-ace5-47b5a7590d38_lis_recipe.owl_functional.owl,22097791,16950465,39048256
approximated_1efd9c3a-e4a1-446e-afe7-be4d4c19c009_roach_shoe.ttl_functional.owl,17744593,3898105,21642698
approximated_13c7ec69-493a-4935-badb-f956ec297da8_old_cheese.rdf_functional.owl,15968243,3916869,19885112
approximated_eb29a029-05e3-4b93-9efe-41f3c30a0390_bibo.n3_functional.owl,15327879,6520224,21848103
approximated_037340e0-233a-4c71-8f15-56f6845d97d1_Kirpi.ttl_functional.owl,12586069,3816593,16402662
06374a6b-539e-498c-999d-be0f044cece0_PropertyEditor_functional.owl,12170636,914748,13085384
approximated_7f5e5c71-ffac-434d-9a64-052ee6e33c81_Grounding.owl_functional.owl,16130015,7620420,23750435
c7581bf0-b6e9-4f6e-b168-59de9461d0ab_onto.rdf_functional.owl,36574768,1634596,38209364
approximated_68101476-986d-40e6-8f9b-2de16ad91b56_ed_annotations_functional.owl,11195300,1788427,12983727
approximated_f2a8ee0b-442b-4249-92b7-0299afc47da6_gina.owl_functional.owl,2198180780,14280899313,16479080093
approximated_0a242a00-3906-4122-95cf-ddd3704fd622_Empire.rdf_functional.owl,14169896,3649516,17819412
approximated_52806ac0-a563-48de-99bd-71bdd12919e9_TMVersion3.owl_functional.owl,15096855,5486488,20583343
approximated_fa276aa4-c617-4511-9183-89cd39b75201_Shower.rdf_functional.owl,18075713,3962669,22038382
approximated_kb-owl-syntax-unraveled-depth-1-cardinalities-triggers-relation-axioms.ofn_functional.owl,473785530,1089694909,1563480439
5b3681e9-9bba-4265-b48d-24f9e2b3a5b0_ubcellular.owl_functional.owl,23180102,20571820,43751922
approximated_e8d01929-554c-45d9-860a-de17698cc1ab_PaulFisher.rdf_functional.owl,14787693,3025998,17813691
approximated_395ecec1-18d8-49c0-974f-51d73cb682af_AstroHelio.owl_functional.owl,140252326,247015316,387267642
approximated_49cdbf6c-469c-4638-9c46-3750c972b861_ple2BpetsB.owl_functional.owl,13718004,3695445,17413449
c05ccc6e-63d6-4713-b278-a330dcef90a9__Kompetenzfeld_functional.owl,11451482,1002922,12454404
d880b7d1-7574-4fe3-b704-89e601d7b0b3_onto.owl_functional.owl,12274106,6999416,19273522
approximated_18b5337c-8974-4ab8-8ffa-07c82d62046d_PaulFisher.rdf_functional.owl,14871271,2949636,17820907
approximated_8850f1bd-8df2-4362-8594-94e2ebe67bfa_MIRO_functional.owl,90442296,220889797,311332093
approximated_ddc8a05e-21d0-4efd-917b-e34a0ba6e395_crete_slab.ttl_functional.owl,14632906,3783005,18415911
approximated_00667.owl_functional.owl,44635776,86481330,131117106
approximated_11882352-d068-4132-8d98-0882d7616719_eness_crab.rdf_functional.owl,10339742,4063832,14403574
approximated_a926223c-c3ac-4205-ae5d-84746ae0bb68_leOntology.owl_functional.owl,14515665,7693664,22209329
approximated_57963ed0-9693-45da-9aa8-cc055e56aaef_ic_battery.ttl_functional.owl,11602141,4005238,15607379
approximated_559ed7a7-3d13-4c0d-9f21-570c324ff1b8_matrAerosol.owl_functional.owl,137554349,248490638,386044987
approximated_369c54df-cf92-4755-9ccc-cd823536c156_Biblioscape.ttl_functional.owl,93898083,3810177,97708260
approximated_91611942-d597-4d22-986c-cba2f27c806c_Sandpaper.ttl_functional.owl,20953612,3981483,24935095
00144.owl_functional.owl,62096965,92115737,154212702
approximated_GALEN-Heart_ALCHOI(D).owl_functional.owl,372677920,746166026,1118843946
approximated_00169.owl_functional.owl,16363002,5231155,21594157
e1f4360c-6052-4caa-a4de-4bb38321f897_gansentrez.owl_functional.owl,751581838,483015850,1234597688
approximated_3d19cfeb-c1ea-4cfe-b965-410f36a61e61_ocean.owl_functional.owl,73581712,145029846,218611558
approximated_kb-owl-syntax-unraveled-depth-3-triggers-constant-classes-value-nominals.ofn_functional.owl,382692265,904442515,1287134780
fc935568-1461-4faa-b38a-bf84968871d6_egenechrom.owl_functional.owl,200119779,389703375,589823154
dce07111-010a-450b-8c3a-2d55a8b48a21_LSCOM.owl_functional.owl,38321233,45176861,83498094
approximated_e4af8b1a-5f09-4e13-a5ca-330ae9321f48_properties.owl_functional.owl,97000579,1712847,98713426
approximated_bd043ce8-4b25-4c9d-b02b-cf4d7b6bb958_cl.owl_functional.owl,391005877,847910117,1238915994
approximated_1753aae6-30bd-45d2-831b-e23cbbd7edc2_mmon_bream.rdf_functional.owl,12362389,4010383,16372772
c97eca88-bb61-41c0-b342-157fd8591da5_nnotations.owl_functional.owl,7566773320,6260549071,13827322391
43186c17-6f69-4d5b-86a7-f1b56b7cd706_isOntology.owl_functional.owl,27390228,2112120,29502348
approximated_be94ff4f-bb0b-435b-9af1-5cba4d16757c_so.obo_functional.owl,60815251,132518008,193333259
02210f4d-8e32-412d-88aa-13494ff93163_n_anatomy.owl2_functional.owl,64962583,132382111,197344694
approximated_kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers.ofn_functional.owl,632885481,1684501181,2317386662
approximated_00003.owl_functional.owl,503313035,1328929260,1832242295
approximated_0d42f29b-9a14-4787-b50c-3bed25c7e468_MO.owl_functional.owl,33786483,25175831,58962314
approximated_2f69a6fe-ad4a-4ee3-8bfc-8838dd6337b6_ing_tackle.ttl_functional.owl,21729210,4998147,26727357
approximated_2a07b4aa-48cf-4f24-8199-5ef20a2a2b48_ceRelation.owl_functional.owl,30510698,28030084,58540782
approximated_11e23dda-171d-41c2-83ae-70706edbeba5_ckling_pig.rdf_functional.owl,13900583,4571481,18472064
approximated_gfvo.genomic-feature-and-variation-ontology.6.owl.xml_functional.owl,13937147,4377398,18314545
approximated_5b9ab6a8-6614-4d8c-a56d-1bddb13ae30f_ombemerged.owl_functional.owl,1187512123,469097751,1656609874
approximated_iao.information-artifact-ontology.2.owl.xml_functional.owl,18036518,8945100,26981618
approximated_3e3f865a-1a39-486c-99b9-edfca99c4119_ero.owl_functional.owl,98376858,225330984,323707842
approximated_kb-owl-syntax-coreference-IDs-disjointness-constant-classes-value-classes.ofn_functional.owl,881195685,2468608179,3349803864
approximated_d1a5318d-a729-4000-8c96-aadff2a1313a_npt8.rdf.owl_functional.owl,19264598,9836613,29101211
approximated_2c210718-b1ba-4b44-a6e2-47efa2cd9ec7_ryFreesoftware_functional.owl,14690843,1782167,16473010
approximated_3ee36ab6-a1d0-4e0d-b34c-f660c5b32999_CategoryStub_functional.owl,11683113,2514931,14198044
approximated_01a56ce5-e807-421e-b507-b2c2b5077f3b_table_fuse.rdf_functional.owl,11961914,3738626,15700540
approximated_9446108f-3dff-4786-bd1f-27243dd1281f__reference.ttl_functional.owl,10845591,3709426,14555017
approximated_19e0fc7e-0a87-483d-a67b-fc9a695b2770_ogy_v2.7.1.owl_functional.owl,17168363,4212920,21381283
approximated_0aaeaf1f-e1b9-4dd6-a618-bcbb13a26d66_DUL.owl_functional.owl,10880666,12199382,23080048
57c1bb12-3f58-46ad-b64a-e522bcedb174_OUbisWorld.owl_functional.owl,58476704,114018343,172495047
approximated_684db779-0ff9-4888-a728-35eecd744dec_ekaw.owl_functional.owl,73065050,5048805,78113855
0f1608a9-8578-43b2-a5e6-8036a8d41de2_OMAL_1.2.3.obo_functional.owl,130396697,163571784,293968481
pto.plant-trait-ontology.354.owl.xml_functional.owl,106791322,82146922,188938244
approximated_51532b97-ad7a-4521-bc1d-da592f3ab96f_Tawashi.ttl_functional.owl,153449625,3759120,157208745
approximated_3cc52245-c57b-4deb-be46-75b28c8215fd_Halloumi.ttl_functional.owl,12976914,3834979,16811893
337bdd72-30d0-4fae-baf4-5e37a24ee8f9_zfa.owl_functional.owl,238171349,552085804,790257153
approximated_608d3e41-ecad-447d-b9d9-9eea00ae1398__v20120920.owl_functional.owl,22047549,9100231,31147780
approximated_89cc36bd-7250-4ed2-ae9a-368eeaa694ae_onto.rdf_functional.owl,12137835,5085247,17223082
approximated_00403.owl_functional.owl,147608628,343100047,490708675
71c54eaa-b087-4f68-b9b1-90b4031f9b7b_tdm.rdf_functional.owl,15402827,1232303,16635130
approximated_131ebd63-ee85-43a3-aed7-f88164a47e60_nAtmoCloud.owl_functional.owl,132509490,208923423,341432913
approximated_caf99037-b289-4ed4-9094-169a3c3f7753_tsors2codo.owl_functional.owl,22814260,218670397,241484657
approximated_9ad25042-ecc3-4b47-9f73-22c6796f35ac_collection.owl_functional.owl,16841756,17515621,34357377
approximated_f44b237a-8be6-4976-b61e-301bf300b82a_eolOceanic.owl_functional.owl,127609403,210424096,338033499
approximated_2c985900-3b17-4a98-9680-3322aa5b6584_onMarathon.owl_functional.owl,17283493,5053886,22337379
approximated_88f8e9ef-4b4d-48c7-9b32-b5aff9d84f03_Scuba_set.rdf_functional.owl,11276944,3794516,15071460
approximated_4f6eb6dc-ae82-4a55-b7f6-ee18c69d0914_unit.owl_functional.owl,56672913,119680393,176353306
approximated_079efc1b-b4c3-4ee3-91b5-a2bb4e727c9a_DUL_v315.owl_functional.owl,18152407,11012027,29164434
approximated_17e1c81d-6bef-4cc3-b202-9720a82b2913_Goat_cheese.ttl_functional.owl,9637295,3682032,13319327
approximated_44437125-b1be-49c0-9ac5-5c399095efbd_Hotel2.owl_functional.owl,27124109,5523867,32647976
00534.owl_functional.owl,31749947,9168658,40918605
approximated_20f90afa-257c-4079-a4f5-3fa185182058_go_xp_all.obo_functional.owl,2155555865,5702523153,7858079018
10d18bde-de4a-41d7-9495-30b16e37e359_fix.obo_functional.owl,40899698,80002879,120902577
32ee4137-7b9c-4cd4-b972-6464d4c809ad_Chancellor.owl_functional.owl,14106786,982516,15089302
48c697db-fd73-4cab-9df3-7b4203712056_ceph.obo_functional.owl,28370885,36207099,64577984
approximated_3116edc4-19c5-47b7-b66e-186444d00336_propSpeed.owl_functional.owl,135123393,244917099,380040492
approximated_bbff04d4-063d-46af-acc7-009c233b7222_vocabulary.owl_functional.owl,16522208,5362711,21884919
approximated_5a7bfb60-f392-4ecc-bf72-a775bc37acb4_meOntology.owl_functional.owl,14043539,9090307,23133846
approximated_1f13ba60-f82f-4e8d-bb3f-be2db5f8b0e0_enceSystem.owl_functional.owl,133635546,211829064,345464610
approximated_19179693-9c55-42d1-8d63-0d10236fdcb2_hing_scale.ttl_functional.owl,11442765,3928186,15370951
approximated_4e4fd128-01aa-493d-9446-008904e70093_Violin.ttl_functional.owl,14176719,4038238,18214957
approximated_2b9d7e5b-8cec-4413-bcf0-e3e635d03339_meo.owl_functional.owl,62012126,138323214,200335340
approximated_8e30c16d-5339-46cf-bf4d-15d5ac32c9c2_lograviera.rdf_functional.owl,12853668,3765429,16619097
approximated_00023.owl_functional.owl,13391720,7096070,20487790
approximated_7db5474c-9b1e-4efc-95a1-1aeb1fbc9c31_Akkawi.ttl_functional.owl,12361968,3720026,16081994
41d2f9bf-47c1-4d44-a969-8a1694fe70ab_onto.rdf_functional.owl,16634518,3305562,19940080
approximated_faa65bfe-2600-4f7c-9a3c-5eeb674ce5bd_complex1.0.owl_functional.owl,19298224,23822806,43121030
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,382614305,1126617354,1509231659
e08af18e-cf8d-4007-be9f-15434e0cd2d2_go_imports.owl_functional.owl,40444495,91656279,132100774
approximated_496736ef-1103-442a-93a3-44b646492bee_peoplepets.rdf_functional.owl,11581292,4017669,15598961
approximated_7810d3b3-436b-4f1d-82fa-8ba6ab1d45bf_onto.rdf_functional.owl,12336318,5391739,17728057
approximated_0167270a-26a8-4679-9c53-c09519b5598a_uckLoading.owl_functional.owl,17723670,4892848,22616518
approximated_39b94cd4-8b03-460a-9a09-5c6e4e8baa7d_nfexternal.owl_functional.owl,13422641,6370839,19793480
approximated_05d8250b-35e1-4604-ac12-7a679b534f50_erminology.owl_functional.owl,20209715,25821117,46030832
f53e6262-85d4-4aac-ba1e-b3dcdccf56f3_Election.owl_functional.owl,18546064,1918555,20464619
approximated_079d009c-1b96-4889-911d-ff63dfbb10e5_ZooAnimals.owl_functional.owl,12044131,9095740,21139871
approximated_ccc9c3b5-5cfb-4d44-9ac6-9116adb240fe_eolOceanic.owl_functional.owl,141718513,249802645,391521158
ac1f0c5f-7921-4e60-8ecd-b299404092a5_Pope.owl_functional.owl,17172387,1486988,18659375
approximated_6f05fa8d-ec24-42d3-a84e-db601195dbd9_merged.obo_functional.owl,888171053,2596027054,3484198107
approximated_51f4cede-f3f3-46af-b187-7b85d0c056f0_c_20090302.ttl_functional.owl,23737855,11705705,35443560
approximated_339facc9-5bb6-483e-9324-6148770a5b54_collInt.owl_functional.owl,13919972,7822469,21742441
approximated_a8cc637c-1d84-492a-80ed-3c55793da591_netClimate.owl_functional.owl,133249756,210360616,343610372
approximated_kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-relation-axioms.ofn_functional.owl,397734823,980691477,1378426300
approximated_kb-owl-syntax-unraveled-depth-2-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,898798574,1538662001,2437460575
approximated_0e6a554e-f3dc-469d-beca-0ddf76b1af82_s_dressing.ttl_functional.owl,13253058,3741404,16994462
approximated_28f8d48f-cd51-4b98-82ff-2ac73819c373_Handkse.rdf_functional.owl,14230365,3714557,17944922
approximated_159d8299-0801-487e-aa8c-78c71c67c62c_rm_anatomy.owl_functional.owl,284992996,924645360,1209638356
approximated_3ced1eb5-119d-479c-b7dc-dcebda3c65c3_astertaxon.owl_functional.owl,416520131,848057301,1264577432
approximated_009d4849-2f36-4e47-9286-f06ceac6e16a_C3A4juusto.rdf_functional.owl,14981111,3724687,18705798
approximated_1fe9b1bf-e389-41b6-a71c-914b1774399e_can_cheese.ttl_functional.owl,10056123,3734027,13790150
approximated_22ed1d49-5c4e-4339-90fd-dae74b5e3382_ZN414.rdf_functional.owl,16202477,3870542,20073019
c8e1c76a-e57a-4de8-a519-0695be68c4bf_ms.obo_functional.owl,48679890,106913227,155593117
approximated_34cfa3cf-b591-4cc0-a5b0-279276b53fec_Spiced_bun.rdf_functional.owl,12882985,3768475,16651460
approximated_00566.owl_functional.owl,1748808030,2857148879,4605956909
approximated_589de780-3b5d-49b0-a5c4-2eb3fb5d0c74_Hand_truck.ttl_functional.owl,17255505,7123581,24379086
approximated_00580.owl_functional.owl,11889101,12990883,24879984
approximated_50a86205-cd06-4444-9e85-0c77f5d75715_ewasserted.owl_functional.owl,55620874815,1.66446E+11,2.22067E+11
approximated_a706d7ff-7e1f-4b81-add1-a0f0f16a0c93_Atom.n3_functional.owl,22076656,8642366,30719022
approximated_f8ab3c00-15a5-4b57-9cfb-a2de64cad7d6_tmoexternal.owl_functional.owl,11505981,5239009,16744990
approximated_ae0b2ce0-14ac-47ad-88fc-bcbf7752e3cb_realmRegion.owl_functional.owl,135229483,209260739,344490222
approximated_2b64c4bd-c6d3-4d0c-a25f-11855fb2f4f7_ionoecetes.ttl_functional.owl,13919287,3745145,17664432
approximated_3f83b1b4-2b7b-4ae2-8af0-1642475a3016_matr.owl_functional.owl,133696034,246035232,379731266
approximated_6114caab-97a3-418f-89ae-3d185551e5be__Crunchies.rdf_functional.owl,17290995,3700442,20991437
approximated_19a6776d-26fd-4697-bade-7f4384108614_astroHelio.owl_functional.owl,101943488,204668223,306611711
e364d4ce-8998-4d4c-83c4-60e91cc11b83_msc.rdf_functional.owl,134577712,281958951,416536663
approximated_48d3a122-e4e8-4f92-91ea-9950e122101b_wine_fred.owl_functional.owl,26731828,16872289,43604117
approximated_8d5b6066-18e1-40a5-81ce-b4db1fd9cbe3_rtecomunal.rdf_functional.owl,53340420,19073003,72413423
approximated_d908addf-9588-44c9-bca0-6029a6a6816a_nnectivity.rdf_functional.owl,10796252,4155547,14951799
approximated_768c781c-937c-40bb-bc13-f4611c9296bb_ntology_editor_functional.owl,10168948,1874658,12043606
approximated_00078.owl_functional.owl,39707805,29006792,68714597
8d8ac2b6-329c-43c2-a168-2902e159f452_er_anatomy.obo_functional.owl,29312839,39639959,68952798
approximated_00bbe3bb-2eed-4cb6-a804-a566cad04b73_Calcium.rdf_functional.owl,20463764,7230359,27694123
approximated_09a3797b-7e7d-48b2-95cd-cf138393db28_stateWave.owl_functional.owl,236911684,202326428,439238112
approximated_47a65c1a-1d5f-48b3-b405-249bbd83ad3b_lop_cheese.rdf_functional.owl,21626370,4617234,26243604
d179aa85-f427-43ca-9e5d-ae7be61f1b9a_bcellular2.owl_functional.owl,26484566,19771258,46255824
71dab5f1-3d0a-443b-ad91-e05995f865b6_ontology_11.owl_functional.owl,12241578,3748322,15989900
approximated_46069d79-56d9-447f-ac33-0e7259049920_thRelation.owl_functional.owl,19326484,18808875,38135359
approximated_ccon.cerrado-concepts-and-plant-community-dynamics.8.owl.xml_functional.owl,14287295,7687388,21974683
approximated_qibo.quantitative-imaging-biomarker-ontology.2.owl.xml_functional.owl,33294531,33228673,66523204
approximated_285c2343-6bae-46e7-855a-79cc44d2a941_tton_stone.ttl_functional.owl,14160182,3757554,17917736
cea731ce-8bc8-4beb-af07-67749239a7dd_a.obo.PREVIOUS_functional.owl,144560478,335317807,479878285
approximated_3ce0d217-b914-4498-bc8d-213f5a7335a8_ket_cheese.rdf_functional.owl,9918982,4155885,14074867
approximated_463e72d0-c575-404a-8554-cecc1c9c30a2_stateRole.owl_functional.owl,133245575,214441305,347686880
approximated_0993ac92-a898-4e85-9d27-f8423a0c3c5a_Broadfork.rdf_functional.owl,13656583,3709272,17365855
approximated_934d7687-972d-4f66-a250-7a3c35b969d0_SAO_v1.0.owl_functional.owl,32878084,29427793,62305877
approximated_1f41f21b-9c93-4be1-9bba-21f1103c0d32_Surimi.ttl_functional.owl,16440197,3937535,20377732
7bbb9bcb-eea6-4871-8b38-f48283959bf4_attributes.obo_functional.owl,535033315,815632135,1350665450
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-relation-axioms.ofn_functional.owl,144607326,353392702,498000028
34a4fc6d-f1d2-40b5-8185-922fb3b6e14b_quality.obo_functional.owl,44388397,63962214,108350611
approximated_8d944786-97ce-46ec-929a-56497609ec43_vo.owl_functional.owl,332133326,537620846,869754172
approximated_51e8e8ab-d908-4d01-9199-7bf80df665d8_vel_cheese.ttl_functional.owl,17849444,5834157,23683601
approximated_2453af47-f839-4534-95c9-09cab80870f4_esar_salad.ttl_functional.owl,21197540,7108134,28305674
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-disjointness-relation-axioms.ofn_functional.owl,667635566,1536065684,2203701250
approximated_d34b67bf-1015-41c0-937f-fa9704fdbb71_hReadiness.owl_functional.owl,146929249,223675340,370604589
approximated_2b59f092-94d9-4f72-84cd-ae6c3908ef4e_Lawn.rdf_functional.owl,12927733,3801975,16729708
approximated_335823f0-c7be-4e4d-83e7-044854873f51_am_cleaner.ttl_functional.owl,15633469,3799418,19432887
kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities.ofn_functional.owl,135533054,339666347,475199401
approximated_43dce416-4000-410f-88e5-48076a5aa21e_Red_Windsor.rdf_functional.owl,13844503,3702605,17547108
82bc4ea8-a1e3-468e-a3c7-d7bbdbd9dde5_enotype_xp.obo_functional.owl,98939171,29061639,128000810
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-triggers-relation-axioms.ofn_functional.owl,517884743,1026344932,1544229675
approximated_kb-owl-syntax-coreference-IDs-cardinalities-constant-classes-value-nominals.ofn_functional.owl,630417722,1754526978,2384944700
approximated_53db6e10-704d-45f7-a46b-40f37d87774a_Caramac.ttl_functional.owl,13486426,3755367,17241793
approximated_08967186-0227-4517-8dc3-e02be86cf1d9_geoicon.owl_functional.owl,14357235,13214210,27571445
approximated_kb-owl-syntax-unraveled-depth-0-cardinalities-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,159375553,406713060,566088613
approximated_0e5750a6-4b61-4b35-9936-a250190b1ad2_veillance1.owl_functional.owl,12557099,6476507,19033606
approximated_e4218950-e1ba-4c2c-b8a6-dff23a7335e4_mBiolBiome.owl_functional.owl,133538862,219047601,352586463
b6065eb3-7aa6-414b-a26b-983b4af2832c_poro.obo_functional.owl,27766952,39368397,67135349
approximated_21a23b44-5a07-4486-ae59-7b5ce9b9888c_dogont.owl_functional.owl,48472116,85403443,133875559
approximated_d9131932-f5be-4f9c-a0a2-fed212880ee3_meta.owl_functional.owl,16613971,7511160,24125131
approximated_83be9618-781f-4d12-a5bf-72c49669483a_trParticle.owl_functional.owl,239912782,234809216,474721998
343fa8fb-7658-4e0a-b820-b264f3f20d9f_onto.rdf_functional.owl,18326382,3526509,21852891
01f8e992-0d68-48cc-9f0a-d005cd56547e_s_musculus.obo_functional.owl,219039917,615724462,834764379
approximated_89c3242e-f30a-4618-b9d4-30508e291564_nco_cheese.rdf_functional.owl,10097482,4301875,14399357
approximated_8e73a0ac-0ecd-4e07-a07f-3ba60b1d9250_Broadaxe.rdf_functional.owl,10913473,4703784,15617257
approximated_2df2d29f-9a89-459d-9282-afb5869ddee7_ockIgneous.owl_functional.owl,137890469,206085293,343975762
4d404796-5d0d-4daf-9aff-4f5917fd45c2_xaosimple.owl_functional.owl,127271466,259331152,386602618
approximated_02d1f1ab-12d4-492c-adbe-81749bd668a9_Waistcoat.rdf_functional.owl,17436515,3803276,21239791
approximated_bab27588-b9a1-4ee4-8722-96c178d0f506_wa3m.owl_functional.owl,17111233,8882742,25993975
approximated_fc1dd52b-11dc-45ae-af2b-8a46f8c9144e_lSemantics.owl_functional.owl,18164979,20407764,38572743
412dafc0-b830-45c2-b46a-8b7d01850fc8_natstaged.owl2_functional.owl,249924849,513548992,763473841
68bb9632-e969-494d-b236-0d83f12edfb7__temporal.owl2_functional.owl,15991020,11848849,27839869
approximated_9484380b-b430-49f0-9ed7-b05e4831e3b8_tterfinger.rdf_functional.owl,16681218,3674824,20356042
approximated_7c0f16df-bc1a-4ce9-87a6-33a742cf7038_Supplements.owl_functional.owl,12973468,11968332,24941800
52255ee6-d98a-4181-9cf2-17092d8177bf_ysfunction.owl_functional.owl,17540484,16539635,34080119
approximated_kb-owl-syntax-unraveled-depth-1-cardinalities-disjointness.ofn_functional.owl,804254186,1566356950,2370611136
approximated_d0308acc-16de-419c-9220-1e40df59fbf8_AIXM.owl_functional.owl,147652094,69219894,216871988
approximated_48c78863-6ad1-4e7e-af55-f2ad0982fac9_relontor.owl_functional.owl,8949824,6321081,15270905
approximated_e0a3f332-4e5c-4ea5-ae38-55099f790411_Mett.rdf_functional.owl,14827104,3838853,18665957
approximated_7de6992b-7f93-44d1-8481-2af2516525bc_e_lighting.rdf_functional.owl,10689867,3845678,14535545
dfe5c631-41df-4fdb-a43b-233fd19bfc8b_classified.owl_functional.owl,49389151,90198917,139588068
76b528aa-fe0c-47cb-9268-48bb9738160e__phenotype.obo_functional.owl,17991566,14539982,32531548
approximated_9a242e94-eb5e-4b18-ab99-14ed396f859e_catchrecord.owl_functional.owl,10185575,4574999,14760574
approximated_569c0765-0c6f-4ab4-8631-595584161976_and_cement.ttl_functional.owl,10029895,4679250,14709145
approximated_86aeb726-6c13-4219-a99b-79a85770e457_mdom.owl_functional.owl,27019970,3692721,30712691
approximated_1c6550ac-7687-4107-8379-14a7f6f9c304_ition_coil.rdf_functional.owl,11301043,3705950,15006993
approximated_fca9be21-b11f-46ce-b604-7cdebf477f52_tologyV1.4.owl_functional.owl,13221917,9993291,23215208
approximated_8d8da5a7-cd8d-48c6-8fa6-43ccf49af62d_outh_joint.rdf_functional.owl,11586679,3693888,15280567
approximated_a1f4f2a7-142a-4ebb-b239-17bb9c3e35de_eThickness.owl_functional.owl,138788072,245579037,384367109
approximated_5b79f14f-8479-4f0e-b063-c2a3c3ba8c71_Person.ttl_functional.owl,19279035,3743819,23022854
e868239e-b519-42e5-807c-a017aea2e208_usequivmod.owl_functional.owl,1140627112,1095286146,2235913258
approximated_6226c875-2343-443d-aa84-cdea1480d80e_nGeolFault.owl_functional.owl,132293485,218089567,350383052
approximated_3e1e3367-1af4-47e4-98ad-f6fff49f93f8_blicazioni.owl_functional.owl,14829262,5638795,20468057
e67adecd-6593-4d91-a739-772ff3d9e621_gorieNeuigkeit_functional.owl,10086831,1184448,11271279
approximated_046028ff-d37b-49a0-b2de-5f3ff9900cb8_Process.owl_functional.owl,9499676,5845771,15345447
18e00e01-fa1c-449d-9fd9-a000b1d59166_ezeichnungen_A_functional.owl,10027629,838839,10866468
b5f2b8db-51e5-4df7-bc48-db837b39f686_enotype_xp.obo_functional.owl,93608997,29770347,123379344
91ce4a05-bab4-4702-9ce6-90ad77879d5a_event.owl2_functional.owl,146506925,372122820,518629745
approximated_36788561-09ea-45c9-ad6f-aa1603d02862_kupo.owl_functional.owl,17452713,16840549,34293262
approximated_28b40351-ea37-40b3-a829-bd1f82476929_lief_valve.ttl_functional.owl,16903012,3723758,20626770
approximated_01af339b-32bc-423c-ad1f-1bbc5b3ba3da_ogy_v3.0.1.rdf_functional.owl,35979191,6980652,42959843
approximated_kb-owl-syntax-coreference-IDs-disjointness-relation-axioms.ofn_functional.owl,1004341263,2258218228,3262559491
approximated_e28635e4-dbc2-41b6-84f9-9aad190674c0_music.owl_functional.owl,16901891,11673714,28575605
approximated_16bf958c-504d-4f6f-8ec6-b47df986d06e_Meatloaf.ttl_functional.owl,21607601,6518873,28126474
