Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns
approximated_4a6e0711-cac1-4153-82f9-1a729636c163_CPR.owl_functional.owl,32278623,39347548,71626171
wb-phenotype.c-elegans-phenotype-vocabulary.195.owl.xml_functional.owl,51351013,117047983,168398996
approximated_45c105f1-be30-4d21-acaa-545093e8a3c2_COSMOr603.owl_functional.owl,212371733,349044506,561416239
approximated_59c23576-3905-4768-807c-e42953a49469_PA8000.ttl_functional.owl,14531239,3931897,18463136
approximated_2bef0cf8-78c8-4930-8f10-3cd63f3ced94_unitcomplex_functional.owl,19016171,13535346,32551517
approximated_c111b583-ea49-41d1-8301-7bf4cd420885_ebbp2.0.3.owl_functional.owl,16407855,10968107,27375962
59c2a3d4-020a-4a2a-8b2f-a9a9c096e102_HP.obo_functional.owl,207036964,662938981,869975945
c6fe1d07-3a65-44b7-bb6e-5be86e59feaa_pr_import.owl_functional.owl,10623143,15594945,26218088
approximated_312ead57-98a6-4831-9cfc-efc961e02d26_74181.rdf_functional.owl,14228036,3913028,18141064
approximated_kb-owl-syntax-unraveled-depth-2-triggers.ofn_functional.owl,385946501,946147424,1332093925
96fca1bc-6cbd-4edf-9155-62885ac3321c_icsCreator.owl_functional.owl,20142332,2254476,22396808
approximated_7508fb18-a372-461b-861f-3e1d236f466c_qudt_functional.owl,17259300,9349204,26608504
approximated_00708.owl_functional.owl,155618003,27042987,182660990
approximated_839b2cf5-ecb9-4418-85c6-4427ff7aebd2_matrIon.owl_functional.owl,135988933,209448347,345437280
approximated_1cdf362c-2ae8-4727-b5e9-576130834e04_OBI.obo_functional.owl,1235180274,1567821477,2803001751
approximated_c2be6154-32e2-4603-829f-7d5b1d11b934_d0.owl_functional.owl,21854104,12518266,34372370
approximated_00535.owl_functional.owl,267256484,615043173,882299657
approximated_8d26f9a2-ef79-4a31-becf-0e57b2393271_undbericht.owl_functional.owl,20725988,9763103,30489091
approximated_3f2b94bf-d53a-4daf-946d-6c59da721e7c_Cola.rdf_functional.owl,15944520,3895780,19840300
approximated_702b8efb-32b2-4a87-8350-415581a69a16_Resistor.rdf_functional.owl,15753988,4238959,19992947
approximated_22b3b685-bd5e-47cd-a249-4830d6cf08c6_Fish_hook.rdf_functional.owl,15042996,4315023,19358019
approximated_c9cbf95b-a86d-41c2-85f9-8d759de6c1d9_sion.zfish.obo_functional.owl,245325527,549150683,794476210
06c9f57b-624c-4e3a-9610-48d68898db4c_HAO.obo_functional.owl,101708385,290160679,391869064
approximated_6d30d82d-ccfe-4993-b40a-958aa17be6f9_MSKB_ver1.owl_functional.owl,21230814,15834408,37065222
approximated_1f1074d7-d9d4-4a6b-8977-0a77b95392f8_interfaces.owl_functional.owl,19642760,8636742,28279502
approximated_tao.teleost-anatomy-ontology.135.owl.xml_functional.owl,128814685,301647370,430462055
approximated_77e55a95-d069-4da2-b261-57e89fcb896a_rTransport.owl_functional.owl,109011216,234677121,343688337
f24457ab-cea2-4017-b9f0-e77f9f1f4f39_notype_xp.owl2_functional.owl,326030795,189091949,515122744
approximated_052b7c55-4d02-4d5d-99f4-48676cb191e0_FYPO_functional.owl,100162043,251778458,351940501
approximated_5249685c-71db-4f8b-8746-00fe11948fa4_Mandoca.rdf_functional.owl,15991040,4664382,20655422
approximated_4e9382c4-e9aa-4494-96b1-14892f8a5695_Flail.ttl_functional.owl,20430502,4390187,24820689
approximated_6b6bbd7f-64af-446f-b47d-a11f97c191c3_Tilapia.ttl_functional.owl,18481175,4495059,22976234
approximated_4c0f61da-db43-40be-aea5-096d0e25cf87_eral_water.rdf_functional.owl,18206969,4388959,22595928
approximated_ddd751bd-f933-42b7-865d-e9aa08c3408b_ncertainty.owl_functional.owl,27720996,38645976,66366972
approximated_00627.owl_functional.owl,60436001,154666763,215102764
approximated_00f0d5f6-395b-4d82-97bd-75062b17681a_odore_CDTV.ttl_functional.owl,17302540,4303159,21605699
approximated_52d591c9-b4fc-4f87-99c4-8b81323a910f_Sun_valve.ttl_functional.owl,18892639,4371641,23264280
approximated_00039.owl_functional.owl,134848335,347044445,481892780
approximated_48bdccca-5b0c-48b6-b156-5f88a9662b1c_envirImpact.owl_functional.owl,76324752,162667499,238992251
approximated_6fce96ad-8afd-44a8-8828-258cac75fc7b_risdiction.owl_functional.owl,27410736,24221715,51632451
approximated_09b555c1-a7a1-4cc9-b9de-b53288f8fd91_onto.rdf_functional.owl,19760528,5932599,25693127
approximated_531c2d22-624b-47ae-8947-357b8894cb23_MF.owl_functional.owl,25874320,45189162,71063482
approximated_821570a0-d208-4173-a2f9-a885caabf71c_plusassocs.obo_functional.owl,19956840415,34483975709,54440816124
0b269d8d-1c50-45ce-ae4b-60a46714d203_classified.obo_functional.owl,505361021,882126784,1387487805
approximated_617ed6c6-5075-429e-aa0d-8f510bb901d7_Pentium_III.ttl_functional.owl,16316897,4029025,20345922
approximated_904615b5-96da-4a92-9a63-41b2f042c337_stermerged.owl_functional.owl,2205919664,737829948,2943749612
approximated_462bdf6b-f7ad-4c73-8244-024769021458_vertebrate.obo_functional.owl,1632511593,4005677956,5638189549
approximated_0a139bbb-6261-4262-b62c-c0d3733f5508_Drill_bit.ttl_functional.owl,86114674,3873763,89988437
approximated_ca495d9f-6fd0-455d-be1b-17538744f700_dinterests.owl_functional.owl,14906097,9349373,24255470
approximated_122239cd-6801-417a-81e4-5bb1fe1f464c_ZX80.ttl_functional.owl,67189917,4140142,71330059
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,1146233470,2285535811,3431769281
approximated_2968831e-1053-42e1-9bcc-b6da3f94d6f9_uowithpato.owl_functional.owl,61293956,138819285,200113241
approximated_c2d3e8f6-066c-4850-9cd3-befc930596a1_opentox.owl_functional.owl,18237691,4950560,23188251
approximated_1d340b73-57f7-4f92-9367-7f131dd2e647_htning_rod.rdf_functional.owl,13693890,3775884,17469774
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-constant-classes-value-classes.ofn_functional.owl,341946213,867448884,1209395097
approximated_320badf1-da62-42a0-9c1c-34bd80ee78c7_sequence.owl_functional.owl,50692381,110156088,160848469
3c57bcdc-f50b-4109-ae15-65fc2daca9b4_sterfamily.owl_functional.owl,191634153,476988811,668622964
1a474e7b-ad9f-47a1-a5b8-89ebb8d621c8_hpdisjoints.owl_functional.owl,227686029,700492353,928178382
approximated_8c9dbe2e-b0fc-4cb9-bba4-fb6903d70b05_realraum.owl_functional.owl,38485237,50568887,89054124
approximated_1b376225-5d7e-49ee-9513-3e00ee758f9b_dam_cheese.ttl_functional.owl,12617994,3974178,16592172
approximated_00523.owl_functional.owl,128389366,250422207,378811573
approximated_54870b9a-b785-423f-8341-593ccd22e96b_dar_cheese.rdf_functional.owl,16211787,3790506,20002293
218a127c-8d13-40af-9957-63c28b0a091e_elontology.owl_functional.owl,19324921,10722756,30047677
approximated_0a07d171-7ec3-4923-b804-27f35189d2ab_Smartphone.rdf_functional.owl,17793845,3867710,21661555
approximated_545c0c28-7fab-4d03-81c3-154ab2e6d066_chemistryv9.owl_functional.owl,18204644,9515812,27720456
069b23e0-2d3c-4532-af90-4a36ad576dc5_zoology.rdf_functional.owl,17154606,1725348,18879954
af9a1bd0-8eee-4803-87a4-da7fba1f9b80_mo_sapiens.obo_functional.owl,404126859,822661997,1226788856
88ca2646-c819-46af-a2a5-3edb2ad6283b_behaviorel.owl_functional.owl,43847176,86245862,130093038
approximated_11a6ae08-af8c-4b71-b899-4bc1ab375bb8_IL2.owl_functional.owl,90602037,16778163,107380200
approximated_d8aa63e6-e43a-41a6-a8da-9b3cee1f97af_onto.rdf_functional.owl,14291508,6852096,21143604
3aecbbdb-aae6-480e-9b07-4a92532c927e_nnisPlayer.owl_functional.owl,17877471,2619877,20497348
approximated_0a613e4d-9555-4e67-8830-b5f2d3277b53_PaulFisher.rdf_functional.owl,18027573,4036353,22063926
approximated_304e32d6-f5b0-4468-9712-744482cc13de_ossAnatomy.owl_functional.owl,59725252,113565865,173291117
53d979de-8e9e-4293-aed9-4e4b771cd2b9_condition_5.owl_functional.owl,56511772,112072304,168584076
75a65645-51c9-4fe9-9f71-443fde726c1a__v5.0.1__.rdfs_functional.owl,28192130,6821409,35013539
approximated_c65713cb-5f43-44ce-86f2-9c20bf6530ae_IBM_801.rdf_functional.owl,14292225,3953017,18245242
approximated_7f287dc9-bdce-4650-9c6a-da3d089e72ae_Diptych.rdf_functional.owl,14959201,3980842,18940043
approximated_1f131286-0fa9-43e8-a0fb-b7798b7c1476_sasclasses.owl_functional.owl,13173017,1867270,15040287
147cbe7c-d161-4214-8ced-0f838c6d33f7_onto.rdf_functional.owl,25218253,5947456,31165709
approximated_02024966-c8c7-4345-b30b-844ca0bdf8f5_lipid.owl_functional.owl,206089233,360592246,566681479
approximated_kb-owl-syntax-unraveled-depth-4-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,381971474,948502327,1330473801
approximated_c759adb9-1701-429f-aec5-7bda663d10c5_WM30.owl_functional.owl,102968046,41034865,144002911
approximated_fa9611cd-15ed-46e5-8c7c-12e5fa3019d1_ocChemical.owl_functional.owl,127566231,216314457,343880688
approximated_ecdbec75-3dca-4adc-8ecb-7ab59223f896_que_wrench.rdf_functional.owl,11614750,4462116,16076866
approximated_37fa1851-5aae-4f1e-8f87-3a963d31f52a_ecrm_101001.owl_functional.owl,20267205,20672619,40939824
approximated_9a37417e-e497-4e4a-b02a-286d68cca3cf_ry20130324.owl_functional.owl,18538881,5279330,23818211
approximated_00319.owl_functional.owl,30971156,17131020,48102176
approximated_1943f3e0-e02b-43c4-8be0-887c00c50be2_odSolutions.owl_functional.owl,22085557,19307370,41392927
approximated_1e544f4f-62b0-403e-975f-cc6e46b323f3_ology_6508.rdf_functional.owl,13444664,3808050,17252714
approximated_82328b8a-70c3-452d-a0d2-411f97f022f3_Guarana.ttl_functional.owl,18041189,4085976,22127165
approximated_6e432d68-c034-4bee-b4be-a09d8639258d_swadchart.rdf_functional.owl,19381900,1820039,21201939
43ab106b-7603-4227-98c6-11076e559f15_biochebi.owl_functional.owl,4107978986,7750744143,11858723129
approximated_b63e65f5-3268-4847-b875-1facaa30a8ff_olate_cake.ttl_functional.owl,13541444,3996448,17537892
approximated_36ba3ae1-5cfd-4236-8065-31a467167b24_Assessment.owl_functional.owl,134719422,247864634,382584056
approximated_8bbf5afc-49e5-4909-90ac-c81447199582_OceanFloor.owl_functional.owl,141076923,251144970,392221893
approximated_3f281d93-288b-408e-b2b0-f59336017907_onto.rdf_functional.owl,27646015,8141511,35787526
e84667ab-aa59-43dd-a59b-fa01a7935389_xmfprotein.owl_functional.owl,36772975,9774683,46547658
68a3b126-681c-4a19-9f9a-d11a344cb62f_enotype_xp.owl_functional.owl,161833307,27133845,188967152
approximated_155783bc-563f-4401-9be5-4d331c36fe4c_930_v0.930.owl_functional.owl,23196020,28586351,51782371
approximated_0a3291d6-4084-4c87-bd3a-8a71974c331a_iconductor.ttl_functional.owl,12817532,4508118,17325650
approximated_kb-owl-syntax-coreference-IDs-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,614205947,1765894289,2380100236
approximated_c5d1a38e-60bf-4925-b4fc-56585d6dda13_ompoundCFC.owl_functional.owl,33653558,42176828,75830386
1cb603d0-4461-48b7-b7c5-ffe0cb8133db_i_of_the_Month_functional.owl,21644115,3694410,25338525
approximated_0eefc452-cedb-4f53-917b-aaa953367334_r_airplane.rdf_functional.owl,15047656,4888632,19936288
approximated_b5252068-269d-48bf-ab98-8fa7d930e944_iao.owl_functional.owl,10977813,7750584,18728397
approximated_lipro.lipid-ontology.3.owl.xml_functional.owl,40225394,74120382,114345776
approximated_a720fd8d-fed6-4c34-af00-aee3dc02ab24_M820070115.owl_functional.owl,151742038,235769560,387511598
approximated_19236968-0ae2-4fc9-b885-f8fca6435bc2_Gold_leaf.ttl_functional.owl,16014117,4390267,20404384
bc26cf47-a757-46be-9278-ea05fc30f755_Heilpflanzen_H_functional.owl,9900824,1087047,10987871
approximated_c861e21d-098a-4e3f-98bf-f24ac7f29b38_cdao.owl_functional.owl,16981196,14560116,31541312
approximated_085abd30-44cb-4bc3-90b2-ba12067a2253_premises664.rdf_functional.owl,13967517,15130743,29098260
approximated_b104bd58-3b00-495d-83d2-be4c495872a8_stribution.owl_functional.owl,28612357,33634869,62247226
approximated_00790.owl_functional.owl,57511749,103188928,160700677
approximated_19bf7357-5896-433a-96f5-550fdced9f46_Cobblestone.rdf_functional.owl,15461780,4411514,19873294
approximated_00407.owl_functional.owl,11118753,5373524,16492277
1061d93f-5382-49c7-8ff8-9bad58957dba_Parliament.owl_functional.owl,13179464,1160182,14339646
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,459413520,1245842071,1705255591
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-disjointness-constant-classes-relation-axioms-value-classes.ofn_functional.owl,649896322,1503432826,2153329148
7727b8c9-0c9e-4a0d-887c-d8d992e99693_LCE2.0Lite.owl_functional.owl,27412183,6120885,33533068
approximated_10142bca-f95e-4bbd-a505-26dceaca21c2_dbpedia_3.8.owl_functional.owl,53690756,96448290,150139046
approximated_19b868f4-d568-4bfe-9562-5c72353d09c3_classified.obo_functional.owl,124673873,279028080,403701953
682dd383-e47f-487a-bdd2-68e141ea75d3_llegeCoach.owl_functional.owl,18288202,2160943,20449145
approximated_955ce844-3484-4111-8c5f-25309f1e8771_opendap.owl_functional.owl,18265091,4531799,22796890
approximated_290979f9-3ec6-4592-aeb0-3fd5352ffe34_spaceScale.owl_functional.owl,23963430,24145611,48109041
approximated_00473.owl_functional.owl,2545831227,7023239209,9569070436
approximated_05eede8d-8713-442b-85e6-c96cd7d0bf67_ing_system.ttl_functional.owl,22287287,5324625,27611912
approximated_00512.owl_functional.owl,41918317,60288030,102206347
approximated_9b7ba240-c471-4350-9fc4-415016482db5_news.owl_functional.owl,46180000,10322090,56502090
approximated_042205ac-1f9f-4527-bec0-46ac7858cdb1_app_coffee.ttl_functional.owl,16870619,3745465,20616084
approximated_8ab611f5-344f-49db-950d-2b30cd2519b7_timeline.rdf_functional.owl,14948533,8749425,23697958
approximated_13cf8419-c9df-44f2-b93a-2056f1e49237_Dessert.ttl_functional.owl,15590031,4013739,19603770
approximated_a0b141af-1c70-426b-a9fa-7af1492526b0_POWER5.rdf_functional.owl,14421548,3772179,18193727
c324a1a0-6124-47d9-b68e-6833b957fc8b_classified.obo_functional.owl,88403101,238698643,327101744
approximated_823969ae-818e-466c-9a3d-31d74170ffb3_NTNames.owl_functional.owl,33525115,6642031,40167146
approximated_00055.owl_functional.owl,15128793,9438334,24567127
approximated_29487853-ff19-47d1-87f4-e27cfe4fac15_codo2owl.owl_functional.owl,17739630,8043281,25782911
approximated_6b97ba4b-1cf9-432c-9588-595963e9ce8e_Dairy_Milk.rdf_functional.owl,13192072,3746291,16938363
approximated_1b969f77-56af-4bc7-993b-a7f8a0c2523f_mboldt_Fog.ttl_functional.owl,16862699,4070057,20932756
approximated_8dda8e44-1380-47d3-ade5-93cc9ed88d8c_cell.obo_functional.owl,39452790,72340020,111792810
approximated_0d08daa0-94a5-46c0-875c-786b2eb6d907_Scroll_saw.rdf_functional.owl,14507093,3771394,18278487
approximated_9e84983e-c3ff-4a2f-9316-ad5347df1d46_Biological.owl_functional.owl,137741439,241240445,378981884
approximated_4c042000-a214-4837-be08-f3d0275608db_PersonGroup.owl_functional.owl,18736872,3865078,22601950
approximated_77d16d40-e0d0-4bf3-995a-f6bc55b87ced__furniture.rdf_functional.owl,18303309,3744967,22048276
approximated_11d727d4-eefe-4fa4-ac83-c5185cf161c7_noaOntology.owl_functional.owl,129645398,270258343,399903741
approximated_4a3300a6-72f6-4a06-9024-ef41ad0ab4db_emic_dress.ttl_functional.owl,11728096,4001611,15729707
approximated_1630b64f-9852-4bf1-b237-d90d622ac6a0_ns.owl_functional.owl,18245557,9245715,27491272
approximated_ce01d0b4-811c-4b75-8ffa-41b2c2b45cd9_Design.v16.owl_functional.owl,19745766,7197147,26942913
ea684dbf-d36b-4f7c-b5dd-a71687b2dafa_type.rdf_functional.owl,68883239,97029260,165912499
approximated_3c41871f-f428-4862-9cfd-e3acd1b4c8c1_dian_valve.ttl_functional.owl,8542250,4110562,12652812
approximated_c074ec7f-0f44-44cb-a4fc-59563c255c54_dKnowledge.owl_functional.owl,12173118,6336659,18509777
4c221298-7309-4bc3-bb37-78ec263abb6f_classified.owl_functional.owl,24906458,27416857,52323315
approximated_a1ca6f7d-eab9-4b8f-8f9b-bed47001e9e6_interface.owl_functional.owl,17513194,2051555,19564749
0cd0b9d7-4b0b-443f-9139-2dc69088938a_pathway.obo_functional.owl,30448484,48459354,78907838
approximated_4b39fc56-bc7e-4947-a1a4-5bfd97d52ff2_Hotel.rdf_functional.owl,17400522,3948968,21349490
approximated_5b493be1-de5f-4bf8-b766-24079ab81854_cryo.owl_functional.owl,76973873,136362233,213336106
approximated_c0e4367f-8267-40a1-a83e-5a4678ad79bb_andFluvial.owl_functional.owl,124955892,207882534,332838426
approximated_d9bfc7d2-bcd1-4289-a223-2c091d2b50e1_tambisfull.owl_functional.owl,29565572,29290320,58855892
approximated_886cda93-23eb-40d2-9a1b-af45f74deb0d_onto.rdf_functional.owl,18096253,4853270,22949523
39f92fd6-6545-47a9-b77d-219c0fbadbc6__Bezeichnungen_functional.owl,19834744,2599074,22433818
approximated_eb3935a2-5c42-4f91-9277-34052419fa97_COSMOMod.owl_functional.owl,319480039,557607885,877087924
0f1441b8-1a55-42f7-abd7-e6a214a5627f_brenda.obo_functional.owl,189712737,256250946,445963683
01951143-a1ee-44e6-93eb-0b82c695c0e4_gumo.owl_functional.owl,114503076,64067062,178570138
approximated_0045af0e-5c68-4d7e-b53b-6d2cc43cce20_opaxlevel3.owl_functional.owl,86697739,7643341,94341080
approximated_427c5805-6c00-4123-951b-82bb4f7f00a4_Caesium.rdf_functional.owl,68314821,3831938,72146759
approximated_eb2f8a9d-c645-466f-9f92-2998f1b73fbb_salo.owl_functional.owl,14548821,18176594,32725415
immdis.immune-disorder-ontology.1.owl.xml_functional.owl,93259495,81618361,174877856
approximated_3a720fee-fc9d-49b3-a59d-1972aa6d1100_Bolt_cutter.ttl_functional.owl,70250889,3811821,74062710
approximated_496795fa-3ed1-4544-b940-cf8f338c4fbb_Steel_wool.ttl_functional.owl,15544924,3817537,19362461
approximated_a8aa88ff-2631-42b0-ac47-4804b01b57d9_Bus.ttl_functional.owl,11949344,3698147,15647491
approximated_6d2b6ef6-402f-4f26-ad3d-1003b0cfa233_staxontbox.owl_functional.owl,2111446891,3332188697,5443635588
f4dd079c-0b5b-4254-bcc2-c055bd008098_classified.owl_functional.owl,216475579,362561539,579037118
approximated_8ebd7e72-5d7f-4041-8d7f-f5d44f671d18_esc.owl_functional.owl,54250717,14011401,68262118
approximated_80d3045e-e709-447f-8a60-64f953ed6718_disk_drive.ttl_functional.owl,9960674,3737756,13698430
approximated_48431d82-6ace-492f-bf5a-0cc0be753a9c_Asphalt.rdf_functional.owl,11890252,4060021,15950273
approximated_17fe5dd2-bbc3-4668-907f-9b43549deda4_quantity_functional.owl,16271568,18941382,35212950
approximated_2c5fa5c5-067a-4a52-b9a0-aab4378f18fe_nson_Valve.rdf_functional.owl,15693885,3960636,19654521
015f8405-f234-4e27-a9d3-0bf659b9e785_mpath.owl_functional.owl,21881245,43861739,65742984
approximated_e9374aaa-bcc8-471d-bab1-a28dc48b94fa_PaulFisher.rdf_functional.owl,15961057,3014919,18975976
00139.owl_functional.owl,12506699,4932728,17439427
approximated_74fedc71-8310-487c-9bf1-0e9e08355144_ura_cheese.ttl_functional.owl,14924765,3784713,18709478
approximated_aa5158a7-9b23-4a0d-a71c-a87b357bfed5_nedprotege.owl_functional.owl,28927276,45609548,74536824
58cdafe1-027c-48b9-892f-f4910d27d31e_Country.owl_functional.owl,17263925,1108877,18372802
approximated_0f1d6b38-3d37-4989-bd56-913674f8cf6c_Royce_WR21.rdf_functional.owl,17770592,4377348,22147940
approximated_ido.infectious-disease-ontology.7.owl.xml_functional.owl,23158394,32884409,56042803
approximated_3e2271f3-8f9a-4f9c-b30f-42627781bc1a_relational.owl_functional.owl,14575955,6611508,21187463
56dfb985-4e2b-43fa-b94e-41c4c1d096a7_Criminal.owl_functional.owl,14276406,2191771,16468177
6db72b64-5e51-4f54-b197-c70294d3f9c9_onInferred.owl_functional.owl,23207666,8911129,32118795
a0512604-71c0-47a6-a9e1-7de2d21505dd_lanogaster.owl_functional.owl,236785341,440653840,677439181
6ab826d5-9d64-4df3-99f5-53ab756d148e_egorieAlchemie_functional.owl,11512466,1019003,12531469
approximated_a1096c57-096c-4dac-bef8-10ce4babb27e_turkish.owl_functional.owl,16921528,5899350,22820878
approximated_f252ccbd-f4b4-44e0-8b46-7a106deca8f8_Discipline.owl_functional.owl,71781110,148328139,220109249
approximated_a1a8b6dc-705b-495d-b755-2e1a93e0bdff_FN1.54.owl_functional.owl,21218167,8839513,30057680
approximated_00527.owl_functional.owl,24404813,26961466,51366279
approximated_8b14b3ee-df2b-430a-83a6-fd519475ceda_Sauce.rdf_functional.owl,14117029,3805929,17922958
approximated_4f1d6514-6a6d-4109-897e-9c316fd558a2_eestimulos.owl_functional.owl,14213809,6174346,20388155
737808a4-15b1-46af-ad5e-3d7e721f8055_tabstract.owl2_functional.owl,76376277,129305548,205681825
approximated_77e8eacb-7ae9-4d39-8bd2-88ff1d7d5e06_tric_motor.ttl_functional.owl,11563206,3967571,15530777
approximated_291cd757-f2cd-4551-b169-247b9372572c_Almond_meal.ttl_functional.owl,10457021,4473864,14930885
approximated_0030107c-7315-4a26-a530-2346f0ced0b7__gathering.owl_functional.owl,17179201,5303926,22483127
approximated_cb95a779-0d27-4bc4-bfe0-4b8e699eb988_iffusivity.owl_functional.owl,136060425,242896669,378957094
approximated_716754cb-7c5f-4ff9-b05e-358bc24d8522_Zilog_Z80.rdf_functional.owl,17181017,3969841,21150858
059be0e8-6a11-4a6f-9e21-52b393d60feb_a_ontology.obo_functional.owl,11273555,10186199,21459754
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,362406122,911427329,1273833451
approximated_1a281549-2a09-4bc9-8de6-7a899efe7b32_ECO.owl_functional.owl,19535808,17995672,37531480
approximated_608f3a4e-ecc7-45df-9632-b11f3cee1d05_ve_battery.rdf_functional.owl,11293611,3877750,15171361
approximated_00660.owl_functional.owl,401280610,935599654,1336880264
approximated_b222f3a8-511e-4d91-8bbb-ba4a47128340_provenance.owl_functional.owl,21431847,18275708,39707555
approximated_0dfe564a-578f-4cb0-bd76-1f45afc8c4ea_phenAtmo.owl_functional.owl,143294851,244376060,387670911
