Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns
approximated_00331.owl_functional.owl,86326104,6194865,92520969
approximated_5cee979b-95cd-4b59-9222-88232ed3f961_onto.rdf_functional.owl,68795491,4735467,73530958
8db3dc7c-9e9a-48db-aefc-fcd14cfeed34_Hotel.owl_functional.owl,150476558,2092924,152569482
approximated_e847fa83-ad07-416a-9c5b-6ec9f22f46e5_turismo.owl_functional.owl,91623328,4466793,96090121
approximated_c5eea5f0-d87b-40e7-a91d-4bc4cd308a98_Group.owl_functional.owl,107648079,9724847,117372926
approximated_4be80245-9e1f-42bb-9869-9fd8c1b7e94b_Formwork.rdf_functional.owl,96949725,3611269,100560994
db146a1c-4034-4295-8284-af410f928de1_nnotations.owl_functional.owl,8030431621,5957924212,13988355833
approximated_00284.owl_functional.owl,56640950,23691385,80332335
59cbe70f-46b1-4bda-bca4-8a19f1c36f45_esistance.owl2_functional.owl,91673571,218378414,310051985
approximated_144eca71-ba18-4f47-b9d3-340216880bbb_Korycinski.ttl_functional.owl,14172855,3691407,17864262
approximated_97d63b68-9f9d-4276-8621-efd77e6263bc_CategoryHelp_functional.owl,10646701,1951855,12598556
approximated_a7e7a1e3-69a8-4d49-9780-169903829160_GRO_v1.0.owl_functional.owl,20484484,12328864,32813348
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,402121399,814519901,1216641300
02bf5bf4-13c5-417b-88cc-f8f4a06f59c1_zz.owl_functional.owl,15480641,7445709,22926350
approximated_4ad95469-0327-4071-bacc-875800647cd8_e_Veronese.ttl_functional.owl,14078221,3725673,17803894
17acbc08-2eca-4d98-ab3b-c530a17fd769_pomerged.owl_functional.owl,55291206,121638884,176930090
approximated_704ec241-bc3f-4020-a587-b87b46fcde06_MWBP.owl_functional.owl,11176793,1310820,12487613
approximated_35ebf81e-40bd-439b-a8b8-ca6238f16157_oso_cheese.rdf_functional.owl,10030091,3864987,13895078
7675644b-edc3-4a79-87fd-f0fa17385d8c_xmfprotein.obo_functional.owl,27507137,9044276,36551413
approximated_kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,908789789,2311708902,3220498691
f9d76293-60b9-4cac-8e73-dd977b5314c6_FPROBridge.owl_functional.owl,44513804,3547426,48061230
0a435c56-b3a2-4a6d-85ed-aec812144793_nt_anatomy.obo_functional.owl,21057024,3634022,24691046
approximated_0ebb2014-7b9d-4107-8fc3-ea7e2ba9081e_complex1.0.owl_functional.owl,13214983,5437789,18652772
approximated_d43ba1f0-44f5-4ee1-aaa1-6480e6ce6a8f_chemtop.owl_functional.owl,14467731,7709165,22176896
approximated_00395.owl_functional.owl,1544311801,4201601127,5745912928
approximated_4f380b6e-2f78-4edd-a873-5e07adebabfb_Manna.rdf_functional.owl,12022442,3977776,16000218
approximated_beacef2e-d2e7-4597-9ff6-4cebe9b5f839_cexamplegraph4_functional.owl,19566170,12306993,31873163
approximated_cb286f12-e925-4957-8769-b418168c5765_umn20names.owl_functional.owl,56675483,33259642,89935125
ef6d18b2-4e31-4c28-b16d-7624b51bd4d0_spdmerged.owl_functional.owl,25717886,40989925,66707811
approximated_54eb2062-5d19-45ab-af4b-34ade395d2e9_dicom.owl_functional.owl,296843471,310038287,606881758
approximated_6255a645-b305-41c3-8149-15de9bb4b70f_Microphone.ttl_functional.owl,12490892,3810246,16301138
approximated_3069d1e1-237f-45d9-8cbf-f695798c99aa_Milk_Duds.ttl_functional.owl,18339201,3638560,21977761
approximated_e4d84c98-50b3-4b0f-8553-59bece466196_onto.owl_functional.owl,12631632,8260748,20892380
approximated_19f93cdb-1c97-4a5b-9ca2-ac3f608be2fc_atmo.owl_functional.owl,73336251,128173402,201509653
approximated_5e5bf66a-d152-4d47-9ff6-a868e45a4763_provo.owl_functional.owl,17267215,3732220,20999435
approximated_e69e97d6-3d51-4c90-88be-550c74532a1c_emCompound.owl_functional.owl,29418987,38757915,68176902
ad488721-c256-4349-870f-df3a06a04ffb_onto.rdf_functional.owl,9218282,1680635,10898917
approximated_d672098e-2d7a-4637-a4d3-fa11c16d36ff_rm_current.owl_functional.owl,23987311,22004353,45991664
approximated_940c1fc4-4406-4e42-bcb6-a0d778976b3f_FGED_subset.owl_functional.owl,78912394,157016839,235929233
approximated_36c6ee3a-5e05-4b19-94ce-f9375137cdd8_ta_dUrbino.rdf_functional.owl,16975518,3749822,20725340
approximated_29fb0b9b-d407-4e91-9f60-088507d77375_Surform.rdf_functional.owl,15194703,3652419,18847122
approximated_ac5d9c64-c90b-4d67-a6d2-31fff16e5b13_Ornithopter.rdf_functional.owl,11608520,3698802,15307322
approximated_1e844665-955c-4337-ba96-240878e526b5_Rotational.owl_functional.owl,32073481,49046231,81119712
b7be2123-897c-4477-b923-cd8b4c329018_dposimple.obo_functional.owl,28034825,45468749,73503574
approximated_681967da-c3aa-43f6-b59f-417fa85112cb_Gamalost.ttl_functional.owl,15152463,3790815,18943278
approximated_0d798700-ebba-4c5e-9ed8-477e85c1a7ba_ategorical.owl_functional.owl,18208574,19049499,37258073
approximated_00285.owl_functional.owl,3285966371,13331224136,16617190507
approximated_91b3741d-4a4a-4f61-b5d7-7b9224090412_DP1.23.owl_functional.owl,19970300,3147367,23117667
approximated_7baeb4a0-8f56-4a40-9a34-c9fb6dd3c9bf_Politician.ttl_functional.owl,9591607,3822528,13414135
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,353330266,851521291,1204851557
1144a147-9b29-4096-85ec-ec9c8cfaa7c2_icalisexpr.obo_functional.owl,282216831,557706012,839922843
approximated_be93d1e8-ada6-4a9c-a173-38e8892f991b_ntry_in_Europe_functional.owl,16542126,1823146,18365272
approximated_c045c692-cd15-44b2-a9ba-2c6f7a7bd1bd_bspoedit.obo_functional.owl,15149098,16319047,31468145
02359e23-1f62-4cf6-83b4-2d75088fc4b6_lom.owl_functional.owl,15677938,815806,16493744
approximated_02e0c38f-63b0-42f9-ac43-fd2f2ddf00f0_ans_pliers.rdf_functional.owl,11806922,3723877,15530799
approximated_0d73f4e2-ad42-4b3a-a9f8-8faa7e7df9f9_wing_table.rdf_functional.owl,15321711,3805754,19127465
uo.units-of-measurement-ontology.43.owl.xml_functional.owl,14997692,18969497,33967189
kb-owl-syntax-unraveled-depth-0-cardinalities-disjointness.ofn_functional.owl,257710384,395155980,652866364
approximated_221e430f-3493-4591-a71b-5e3548caf1bc_bservation.owl_functional.owl,17404337,3630065,21034402
approximated_c6cc293e-a06c-4356-93a3-32a935e8bd4d_onto.rdf_functional.owl,15449771,6656471,22106242
approximated_1881a20b-ff2d-415b-b2cf-d353fb45f31b_rway_valve.ttl_functional.owl,13889222,3820318,17709540
approximated_4bd836c3-a3b6-4446-b5ba-f0349c55f08e_realmRegion.owl_functional.owl,130523472,207953845,338477317
approximated_332fca62-6ed5-40ac-8d7e-46f57a5b484f_Beer_tap.rdf_functional.owl,15363627,7157921,22521548
approximated_05f0c010-1558-4fee-977d-7a4aa145eb73_testinalis.obo_functional.owl,1357928941,3385369161,4743298102
approximated_edam.edam-bioinformatics-operations-data-types-formats-identifiers-and-topics.19.owl.xml_functional.owl,83290697,210078392,293369089
approximated_0355f6ff-fb00-4890-82a8-02a773f012c6_Spoonplug.ttl_functional.owl,10749680,3953202,14702882
approximated_0e466cab-e10b-4441-aaeb-31973d491e42_IAO.obo_functional.owl,14537003,8231613,22768616
approximated_kb-owl-syntax-coreference-IDs-triggers-constant-classes-value-classes.ofn_functional.owl,599217805,1678935471,2278153276
approximated_812ff298-aaf9-48d3-be33-3296a9788cb2_PaulFisher.rdf_functional.owl,16942246,2911009,19853255
approximated_0eae5f2a-f8ad-4989-8a12-c2053b9a6bf8_Duffle_coat.rdf_functional.owl,18070705,3823773,21894478
approximated_f3ff1191-4b1f-416d-a030-062313a988cd_ulusModIDs.obo_functional.owl,4551013004,10365191416,14916204420
approximated_046dafd6-20c8-480a-8fc1-b8b5c167c66d_Eisbein.rdf_functional.owl,21510536,6376397,27886933
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,160959896,401394426,562354322
approximated_850eb240-df81-498f-a047-ca9a705072e2_go.owl_functional.owl,1694843898,4656708480,6351552378
approximated_72ebc752-8159-4388-9a00-31e93eee3a19_vatheAwong.owl_functional.owl,108057757,10889908,118947665
approximated_90ffb1bd-1675-4313-9f33-b4041988aeb7_nAtmoCloud.owl_functional.owl,222085760,244166335,466252095
9118d253-8c4e-45f5-96ac-3505f33fd9c6_L_very_old.obo_functional.owl,50557938,99688560,150246498
approximated_8a3404ec-15af-43a8-92bc-348339b66ca1_model.owl_functional.owl,15056884,15935518,30992402
approximated_aa249beb-d54b-4283-a732-7b1bbad84503_musicrdfs.rdf_functional.owl,19077275,5461274,24538549
approximated_85818e57-8abb-4f86-a07d-7496964509a5_transistor.rdf_functional.owl,15390438,3604878,18995316
approximated_46470abe-16f0-476c-948f-341c26e01ef9_codkernel.owl_functional.owl,16939923,5903719,22843642
approximated_21b69bd3-4904-431d-9acb-03d9ed157c77_Ball_valve.ttl_functional.owl,12203404,3596826,15800230
approximated_b0d38668-89e1-4e23-8b13-225e246c2d4e_Stracchino.ttl_functional.owl,13627441,4126733,17754174
e317dc36-8758-4565-9835-c51b51861a90_tgmamerged.obo_functional.owl,73210771,142570657,215781428
5a7c192c-3b33-469c-8a10-c758877531ef_MAO.obo_functional.owl,16284389,8098554,24382943
approximated_kb-owl-syntax-unraveled-depth-2-triggers-constant-classes-value-nominals.ofn_functional.owl,398760448,979790143,1378550591
approximated_14bf82fb-80d2-443b-85ec-607990d3c127_flybase_vocab_functional.owl,35473920,44041196,79515116
approximated_1ba6e8d8-1a1d-4e0f-a0c9-b1ce708fd00e_envo_xp.owl_functional.owl,52680569,103425639,156106208
c7b3b495-298c-4356-9660-5b7fffc326d4_russiaA.rdf_functional.owl,13797197,9029964,22827161
approximated_17184319-3dc8-46d5-8d8f-b46ca3896637_atch_stock.rdf_functional.owl,9932025,3708368,13640393
approximated_b8091d7a-ca0d-4bcb-8162-8d661834025a_Esox.ttl_functional.owl,10439567,3742652,14182219
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,665855752,1479324687,2145180439
approximated_8df0e37b-f8d5-404c-a804-b4299aaab114_Angry_Birds.ttl_functional.owl,11686595,3881509,15568104
approximated_275c5155-defc-4f51-8409-1c5ff1ec6fb2_schema_v08.owl_functional.owl,17037254,6417889,23455143
00401.owl_functional.owl,36785928,11591985,48377913
approximated_59becabb-e724-427f-99a2-068906aaf63e_Favicon.rdf_functional.owl,10394055,3743755,14137810
approximated_kb-owl-syntax-unraveled-depth-3-cardinalities-constant-classes-value-classes.ofn_functional.owl,417911076,1009678980,1427590056
8e7667b5-696a-4991-8a75-e7b51d11b693_ssimplegaf.obo_functional.owl,5827279515,12404828837,18232108352
approximated_kb-owl-syntax-coreference-IDs-cardinalities-triggers.ofn_functional.owl,722485679,1657278582,2379764261
approximated_1600de26-238e-4068-961b-5801b316dfd6_se_anatomy.owl_functional.owl,83856734,173013108,256869842
approximated_d2cafb79-d3ee-4fa0-adc7-d6f115199310_Plans.owl_functional.owl,24782301,27327636,52109937
approximated_b78e0844-9bc3-42c6-8bef-84588035cab4_eOntology.daml_functional.owl,14872997,5123089,19996086
2cd2c49b-c46e-4a57-bd98-52535880cf48__component.obo_functional.owl,50894848,15887597,66782445
approximated_41609dfd-8b85-4183-8ca5-2b94314d9d20_cocus.owl_functional.owl,9677229,4652077,14329306
approximated_2817c739-61d6-41ad-91b1-bc81ff6c970b_serve_wine.rdf_functional.owl,13847644,3692046,17539690
approximated_a36e84d7-1a57-4b99-a72d-66f3ba649c6d_sequence.owl_functional.owl,128774134,260812465,389586599
approximated_f7b25351-e5ef-4434-866c-428add955e00_ecosimple.owl_functional.owl,22362823,22528675,44891498
approximated_85bf72cf-efac-4310-81ff-e8dee625cb22_Apple_juice.rdf_functional.owl,16802050,3891345,20693395
approximated_dc10dcec-2ab3-4ddf-9af9-04326b849333_classified.owl_functional.owl,44589113,70115160,114704273
approximated_0aae2402-71fa-4a61-b847-b188c52f054e__red_brick.ttl_functional.owl,17138062,3650098,20788160
approximated_51e4acad-f9da-4f54-98f1-38e0794aecdb_OBI.owl_functional.owl,19961020,10515794,30476814
approximated_00415c44-c970-4f58-bc58-d909c6279bf7_shing_line.rdf_functional.owl,11728843,3879535,15608378
approximated_321df25d-990b-42b9-a1b5-9bfae0336ae7_g_sandwich.ttl_functional.owl,16393502,3689172,20082674
approximated_21ec9bd9-8307-402d-802b-47ae37593c0d_Boutonnire.ttl_functional.owl,16485780,3645293,20131073
approximated_7890c5b4-5aef-47e4-92e1-5d5a2fa3f764_Dry_box.rdf_functional.owl,15448258,3589233,19037491
approximated_b2381c4d-a337-4bdf-8f0b-688cc7737fd6_NLexOBOUBO.owl_functional.owl,53018649,108584385,161603034
approximated_051e47bd-48b7-4916-96e3-ca208b2b81b5_CBO.owl_functional.owl,14006811,11229605,25236416
approximated_00344.owl_functional.owl,30173436,17502795,47676231
approximated_09f8f2d1-1043-4794-a181-fb78c39ef1b7_uence_slim.owl_functional.owl,69643457,144072789,213716246
approximated_c684027a-185a-4005-b9b8-dce2dd7c7fe3_nAtmoCloud.owl_functional.owl,130531669,206223162,336754831
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,368970394,796430484,1165400878
approximated_7c634c9e-34c5-4b25-86fa-11f70c6a3da1_cilloscope.rdf_functional.owl,17810722,3757094,21567816
approximated_67f38410-04fa-45ee-9d68-8ae7bb37ba3c_videojuegos.owl_functional.owl,24246377,23473771,47720148
approximated_3557febb-bfae-426c-97b5-601955fa133a_gio_cheese.ttl_functional.owl,11578688,3722766,15301454
8d621077-1a0d-486c-9860-df6663dd8cc8_usequivmod.owl_functional.owl,240613374,207982717,448596091
approximated_527636f7-ab2f-4a25-8b93-082a92d7d9c1_Biological.owl_functional.owl,162489155,244042951,406532106
approximated_c402954a-7da5-4a76-80d7-fe6c68f45ea9_elAssembly.owl_functional.owl,32176179,20578703,52754882
approximated_kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,691932502,1534189775,2226122277
01c9d8c9-b9a0-4a82-a405-85f29d76cebb_nnotations.owl_functional.owl,29878630385,22657401794,52536032179
approximated_7760a14e-8a3e-4e64-aeba-f539b7ce2fdd_PaulFisher.rdf_functional.owl,16606511,2920595,19527106
approximated_f36ffc63-a5c0-44df-afea-c463d907ccb5_Molecule_1.owl_functional.owl,386450276,823344400,1209794676
approximated_5683efe6-84b7-40e8-97df-f709d5cc88fb_.dlhome_cfg.owl_functional.owl,84554151,5202220,89756371
d9d29ab5-8665-4920-ac5a-48dc3ff86bbd_classified.obo_functional.owl,536559063,696372604,1232931667
approximated_5317906e-1fdf-466a-b300-fc3b2beef8cd_e_dressing.rdf_functional.owl,18480603,3742552,22223155
approximated_e90200c9-87bf-45b2-aea5-c2f2c9e1d50e_PaulFisher.rdf_functional.owl,11666264,3162673,14828937
7906d2bf-a371-46b8-8eb7-5766c09985db_cl_import.owl_functional.owl,26325208,49064527,75389735
approximated_d722cafd-eb8f-4772-acd1-4b67dd0c9c63_matrElement.owl_functional.owl,130916932,208985396,339902328
approximated_4ff3fe73-23ae-44a2-9acc-623541e141e5_olev_Tu160.ttl_functional.owl,17460318,3721482,21181800
approximated_34d1da0b-1831-4e6b-8d55-7d32b7a51eea_Sailboat.ttl_functional.owl,14516841,3702123,18218964
approximated_6e9b011b-c89f-4ab2-aec0-3d97e4531c44_Assessment.owl_functional.owl,137918839,212306831,350225670
approximated_5d56b0c3-7b67-4af9-a33d-d2a13fcea97e_event_functional.owl,14638611,7740090,22378701
approximated_3294b5fa-47ca-4f4f-a040-285ef30a3e51_Spade.rdf_functional.owl,12491919,4025784,16517703
approximated_154274de-6436-4679-8ee4-86c0bb9b1bd5_ategy_game.ttl_functional.owl,12991168,3685886,16677054
approximated_c846533b-b33c-41da-9c86-e5fcc764c557_dKnowledge.owl_functional.owl,16503562,4998285,21501847
2a12aafe-78c0-4746-b6bc-c6c3326a7a53_ryFoafDocument_functional.owl,14692935,977292,15670227
02a93afd-d26b-46b4-8c27-158c0cff8f63_loggerhead.owl_functional.owl,15712563,16447399,32159962
approximated_00575.owl_functional.owl,33986586,43952832,77939418
092612bc-e768-4ecf-b6f1-0f9ba6735033_ss_xp_cell.obo_functional.owl,52300586,18887268,71187854
approximated_c21993bf-26c2-4926-a259-30191660db6d_compute.owl_functional.owl,22548932,15012753,37561685
approximated_91589cf6-0a73-4a5c-bc4d-b50e5e1efbe0_mao.owl_functional.owl,13684047,9303565,22987612
trak.taxonomy-for-rehabilitation-of-knee-conditions.3.owl.xml_functional.owl,42240023,89526233,131766256
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-constant-classes-value-classes.ofn_functional.owl,630129844,1496166268,2126296112
approximated_4be1601b-4d3e-454b-890c-e24ba41dd63b_Opgezwolle.rdf_functional.owl,10981847,4037852,15019699
approximated_59b80bc4-bf58-40f9-84d4-9ec154536b46_matrMineral.owl_functional.owl,133519412,212595250,346114662
approximated_77350562-dd03-4630-b4af-37b1b2e88463_Manifest.rdf_functional.owl,84325580,4682502,89008082
approximated_typon.microbial-typing-ontology.9.owl.xml_functional.owl,240223836,407587653,647811489
approximated_5c1c11c3-8441-4540-a306-78c83eab9643_PaulFisher.rdf_functional.owl,88630157,2920100,91550257
approximated_5ea9dbb6-eec0-426e-aba1-9bd58eda8609_ogolod2.owl_functional.owl,15201001,10129324,25330325
approximated_1008aff4-0020-4095-b470-5cfdd5255140_Mower.ttl_functional.owl,68516958,4001260,72518218
approximated_1bcc0e8d-44f9-49ae-a5c9-7e5facd42cfd_Bombarda.ttl_functional.owl,13496532,4047644,17544176
approximated_a6561dd7-98ad-4047-9a6d-da04cf7b3522_rraConcept.owl_functional.owl,17369405,6055832,23425237
approximated_9d2d4520-aaf7-43ba-86ca-48364f91607a_QVTCore.owl_functional.owl,77552111,18936655,96488766
91fd4c67-8861-4f72-94dc-d28254146d3d_School.owl_functional.owl,103300691,3607630,106908321
approximated_1833bcb6-6f74-45b9-9600-3a66f79bfc41_ng_T_bevel.rdf_functional.owl,69878078,3613706,73491784
approximated_04e1faf1-332d-4e64-bfdd-39b4d537ece8_Phenom4.0.1.owl_functional.owl,20576846,18168740,38745586
approximated_00650.owl_functional.owl,91460133,51008100,142468233
approximated_4e044446-97f0-4ceb-ab5f-785c3456092d_cedar.owl_functional.owl,128702505,26027144,154729649
ae1ad5a1-9410-4479-a2a0-2ad56c7d03a5_mao.owl_functional.owl,168740469,201675491,370415960
approximated_9925e7d0-5dc8-45bb-aee7-71eb5aef5ef5_wsOntology.owl_functional.owl,103777317,36240066,140017383
approximated_053b07f4-6232-4ffd-ae04-c2c266d2e3d0_cmmi.owl_functional.owl,105998953,35539387,141538340
approximated_fb2450f7-4a1f-45da-a91c-2e07974c8f60_pulsall.owl_functional.owl,497682855,190272410,687955265
approximated_00725.owl_functional.owl,18684290,2138656,20822946
760060fd-0123-4650-bb63-01b483d4460b_EbGdrcN5Y29ycA_functional.owl,16498366,4903874,21402240
approximated_DMEX.owl_functional.owl,8611786,456860,9068646
approximated_9366642f-4551-497f-9929-9f454ee25b41_stOntology.owl_functional.owl,16031072,4896838,20927910
approximated_56f473f0-043a-4970-a5a3-d9a20781a872_Flat_white.rdf_functional.owl,17958704,3992330,21951034
approximated_00019.owl_functional.owl,24276728,20446645,44723373
approximated_2ba428a5-ea97-4098-9ab9-0e7716620839_testsl2.owl_functional.owl,53083875,8683369,61767244
approximated_7440dbfd-ecc2-455a-8b66-debb990edfce_higgins_functional.owl,16398320,4657752,21056072
approximated_a002639d-31ba-4014-9840-2b950ebc6bed_felschorle.ttl_functional.owl,18305624,3700216,22005840
approximated_28fced52-b963-4759-a548-f25e5bbad522_nstability.owl_functional.owl,141640883,206289310,347930193
approximated_31ea33c0-66f5-4444-a561-5dfdaa66915a_Souvenir.rdf_functional.owl,18075309,3731715,21807024
approximated_1ffe15c3-627c-4b24-af16-070d133e7fe6_reo_camera.rdf_functional.owl,13209181,3685720,16894901
approximated_176b11f0-5156-49f0-9eb6-ec86def2f2e5_Fynbo.ttl_functional.owl,15477433,3617694,19095127
898ae855-4e43-42c0-bc4c-e2e202e8185c_nsequivmod.owl_functional.owl,479585534,391157240,870742774
approximated_5372e0cc-3d0c-4c5f-a1f7-821ad165f4e5_3134889031.owl_functional.owl,96510550,109471603,205982153
approximated_kb-owl-syntax-unraveled-depth-2-cardinalities-constant-classes-value-nominals.ofn_functional.owl,444924513,1030237686,1475162199
approximated_3b62d888-0cb8-41c4-a9b2-3493b5ebf4a5_Metsovone.ttl_functional.owl,14878943,3667917,18546860
approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl,842103721,69406260,911509981
approximated_070d822b-4a42-4f69-b5b6-87166032906d_TGMA.owl_functional.owl,68531114,144541536,213072650
hp.human-phenotype-ontology.442.owl.xml_functional.owl,236246673,712864508,949111181
approximated_8f859b16-e8d8-4d4d-b393-79a51a3b81fb_ck_grinder.ttl_functional.owl,14144380,3751806,17896186
approximated_kb-owl-syntax-unraveled-depth-1-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,755760354,1636611758,2392372112
approximated_5a47a7fa-d1ba-4d0b-9402-d1aa04821386_hed_potato.rdf_functional.owl,16495756,5230900,21726656
approximated_776e98a0-00b0-41d0-bf08-ca0a22f653b1_4_09_18_45.owl_functional.owl,19564512,15079320,34643832
approximated_5fb4c8e1-da7f-478c-a9c6-1ebafcbf5f61_bauutility.owl_functional.owl,14733001,3729535,18462536
approximated_557235cb-d111-4a9c-9948-21c1456ce79f__cream_pie.rdf_functional.owl,10605221,3643384,14248605
approximated_820dd1ed-fdf7-4846-abab-39e44c177188_stuffbfo.owl_functional.owl,9538956,5433133,14972089
07f1dd31-69eb-4bfd-9d85-4dbcc9104246_event.obo_functional.owl,116855673,248820760,365676433
approximated_35e673e7-c098-497f-98a0-40dd5f6070b3_opics_v0.3.owl_functional.owl,12897181,3232061,16129242
approximated_4f9f49db-cfce-4643-b5ad-19fad07bc97c_classified.owl_functional.owl,14028215,4128731,18156946
approximated_9707b9b1-0425-4bbc-b4ad-e55c88c0d362_eganstaxon.owl_functional.owl,1326972627,2482849135,3809821762
approximated_0f2dbdff-51b0-4b60-a5ec-f253e447d441_NEC_V25.rdf_functional.owl,16071107,3686639,19757746
approximated_987441aa-047f-4fce-98d6-5ec90ae51b19_xpressions.ttl_functional.owl,75752029,133004380,208756409
approximated_7136ea89-edf6-4a44-9682-fcf9db501ff5_Moling.ttl_functional.owl,11490850,4073120,15563970
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-triggers-constant-classes-value-classes.ofn_functional.owl,380931606,941426830,1322358436
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,663307230,1498002134,2161309364
approximated_083954f3-e343-4b40-9b8b-48559470ee53_DP1.29.owl_functional.owl,25004709,3540484,28545193
approximated_3434ba24-0f64-4a1d-9bb4-f7883804c74c_shing_reel.rdf_functional.owl,14028880,3761833,17790713
76918eda-da1b-46ee-a0c1-3d5b0c705f0a_2.obo.PREVIOUS_functional.owl,319330577,660889559,980220136
approximated_7b46ae75-957d-41e8-85b9-2588daea4a75_bass_flute.ttl_functional.owl,15458624,3787988,19246612
approximated_975b525a-1324-4a73-9ecb-5efdfc59b3b7_locomotive.rdf_functional.owl,12406976,3768484,16175460
edd6a66a-b8bf-4719-93cb-43be2a14b03d_icalistype.owl_functional.owl,392563795,1039821968,1432385763
approximated_2e12c710-f1a4-4751-a51c-f8e8925b9e18_wn_aerator.ttl_functional.owl,15113056,7199377,22312433
3ea4d47a-f532-4101-80ec-d77493895c44_ERONBridge.owl_functional.owl,51193455,16561090,67754545
approximated_f6dd4a49-7e2f-449b-9791-a34ee80b797c_.rdf_functional.owl,15724053,4047859,19771912
8c10c42b-1bea-48cf-8f84-142edced81a1_gy.obo.CURRENT_functional.owl,133071240,342376243,475447483
approximated_192187d1-4123-4eff-90b3-edfe394f1432_3B8_cheese.ttl_functional.owl,15687314,3629358,19316672
approximated_mirnao.microrna-ontology.11.owl.xml_functional.owl,21239186,36926124,58165310
approximated_ed93aaec-ff97-41fd-9f21-693dfcfbc538_matrAnimal.owl_functional.owl,132412906,209022762,341435668
approximated_kb-owl-syntax-coreference-IDs-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,906572675,2096560086,3003132761
approximated_235b03f4-be99-4075-af99-3e7c23f5ddb1_ngroupings.owl_functional.owl,102377211,224431290,326808501
approximated_c5eedadd-67b6-4a28-9cd7-7d4d605e0ac2_Odor_Eaters.rdf_functional.owl,87152915,3594421,90747336
03b7d71f-8d52-4d70-8000-9209ef0958dc_LIQO_ver1.0.owl_functional.owl,42893370,20432991,63326361
approximated_d76745dd-e2bd-422d-aca5-55fb0bdd0c2a_spr_functional.owl,25271350,10762045,36033395
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-triggers.ofn_functional.owl,640702925,1368480742,2009183667
approximated_00689.owl_functional.owl,59766688,73499263,133265951
approximated_073a5273-8b0a-4518-a4da-09212010b348_usculusMOD.obo_functional.owl,4329054816,10605541442,14934596258
approximated_e7476bf2-d985-4c83-b513-9d822e1d558e_omic_clock.ttl_functional.owl,17689231,3758494,21447725
approximated_0c9997cf-3e77-4f90-ad68-d53d1ec91006_raightedge.rdf_functional.owl,16421178,3870287,20291465
approximated_cd073d8a-6a7b-4bcb-8cff-f2e461bb9d09_ll_control.owl_functional.owl,49170581,79161994,128332575
approximated_f924d6d0-684b-4528-ac7e-750639327d62_onto.rdf_functional.owl,20457214,7999950,28457164
approximated_cd73ae6f-faa1-4762-841e-c1b467997fb3_Concrete.rdf_functional.owl,19297354,7736234,27033588
approximated_aaef1d41-0710-4e1d-832a-2725b8b99e0b_ciFunction.owl_functional.owl,143807802,207398946,351206748
fe701538-532f-44b4-aade-983d6adc8f5f_imitive2.0.owl_functional.owl,14346781,7793445,22140226
3699122b-374c-4325-9ccf-c07284ecee36_classified.owl_functional.owl,17140683,17037114,34177797
approximated_ef910956-8ef3-43c0-92a5-7f6e4a40b03a_WL2DLtest3.owl_functional.owl,16457329,6724985,23182314
01465c1b-9738-418e-baaa-b0b421453a15_miro.owl_functional.owl,95530203,531932366,627462569
approximated_1005ae0f-2067-4cb9-95a3-98084024cf9d_Comparator.ttl_functional.owl,14535938,6318747,20854685
approximated_525cff87-79c7-4168-a23b-dcfb5d27d019_gibleThing.owl_functional.owl,16932612,4272010,21204622
approximated_33ddb4c1-e788-4934-a482-5f9ac1164b2f_spra_functional.owl,13627918,11263691,24891609
3fc23b17-540c-49ee-bdcc-d2e17e9038a3_classified.obo_functional.owl,22009643,44929165,66938808
44473801-244a-4dea-bdff-2363969aed39_Philosopher.owl_functional.owl,26742115,2176687,28918802
approximated_47f38025-3d90-4c25-8c94-6d10911e7552_onto.rdf_functional.owl,15377033,4603888,19980921
approximated_224f7e06-aae1-46c8-b560-fe0eb8ce58e1_phenSystem.owl_functional.owl,144278929,207859789,352138718
approximated_8fb51032-7709-4a8c-8a12-a514ab8aee18_iasted.owl_functional.owl,14150988,14814249,28965237
