Ontology,OntologyLoadingTime_ns,MetricMeasuringTime_ns,TotalTime_ns
approximated_113dca92-2224-4262-9613-b8e597e277cb_o_wv_label.obo_functional.owl,742344976,1981218969,2723563945
approximated_043edf55-a9e6-4b12-9a95-e71da23c61df_moduli.owl_functional.owl,23374360,15226947,38601307
approximated_466fc3dc-e05b-41fe-bdad-a00a552d0e17_uberon.owl2_functional.owl,247230667,555965724,803196391
33017407-63e7-4bb4-bf80-7c856c110d43_aao.owl_functional.owl,28470450,39271520,67741970
approximated_2e153460-fefc-4bda-aa7e-68e75ba89455_COSMO.owl_functional.owl,488277509,849501032,1337778541
approximated_d5af2a7f-62a8-4ee3-899f-883187d6d817_owlrl_functional.owl,72271225,7391798,79663023
approximated_0f20f07b-0292-4761-a75f-b0b400bc1648_Zilog_Z8000.ttl_functional.owl,89608681,3698174,93306855
approximated_d24b9aee-7a14-48bb-bffe-5c512a0fc5d2_refactored.owl_functional.owl,438662818,812116942,1250779760
approximated_6e795f81-86a9-4d9c-bd74-08d237decdc9_POWER3.ttl_functional.owl,20834573,3808827,24643400
approximated_cc510868-13b0-4658-9cb6-99858c6997be_onto.rdf_functional.owl,18335224,5392790,23728014
approximated_25707b4d-aa33-4fcd-9a08-2e2d3ed8d074_tension_02.owl_functional.owl,74203003,81524953,155727956
approximated_9c9e1619-f863-4d2b-8579-150a632eb342_Brush.rdf_functional.owl,18825187,3807490,22632677
approximated_a14a100e-202f-4eb1-9539-b24a28b802fb_cl_import.owl_functional.owl,88768326,209566563,298334889
approximated_493b273e-8b90-4421-b47a-fa77bf73aee5_ekaw.owl_functional.owl,10518512,5181572,15700084
approximated_39b18d32-9767-4538-8dc6-decf5fefaad5_geol.owl_functional.owl,75153648,135012018,210165666
approximated_00a10182-d64c-41cc-8d5e-2abfa0aba7f3_vivocore1.1.owl_functional.owl,24554693,21025209,45579902
approximated_aa6dae8d-f1c6-4679-8c9f-c7419f73cab5_ectralBand.owl_functional.owl,144470073,253199049,397669122
approximated_02b9a9ad-625c-464c-bca9-319973ed04c5_POWER1.ttl_functional.owl,13308952,3894081,17203033
approximated_a44e7525-6080-4ae9-815a-65386aabc5fd_r_keyboard.ttl_functional.owl,13183178,3769461,16952639
approximated_1b25f96c-a3d1-4eb0-ad84-ed158c8a245c_relaClimate.owl_functional.owl,180931611,240362408,421294019
0e69a5da-5732-49b0-9988-c853faaa993b_Architect.owl_functional.owl,16568391,1945026,18513417
mcbcc.breast-tissue-cell-lines-ontology.2.owl.xml_functional.owl,131042551,199510811,330553362
approximated_00160.owl_functional.owl,17831118,16270194,34101312
approximated_573a083d-aab4-4873-aab1-3349e32264e7_ignpattern.owl_functional.owl,11075167,5599293,16674460
746f8f1d-429f-480e-8197-d9bd1798c48f_rinuschrom.owl_functional.owl,130536718,324966260,455502978
a977b317-9f48-4afd-b301-5a330c9ff0d3_ato.owl_functional.owl,248215545,628640301,876855846
approximated_116a0ebc-4bbe-45f1-a703-69273ceb9def_eolVolcano.owl_functional.owl,209447935,231927910,441375845
approximated_096a6d73-a68d-4f64-a081-390e0d180a57_onto.rdf_functional.owl,76761422,6629908,83391330
0dbdc7a2-b0c1-45db-ad1c-224ecd5e7223_calischrom.owl_functional.owl,104692047,121624308,226316355
approximated_8a766d90-030c-4c01-afa9-45edb05a0a7b_keywords.rdf_functional.owl,11255960,5355121,16611081
approximated_38cb2f0f-2c0d-4bcc-9f67-80d82467ec5d_ash_memory.rdf_functional.owl,13400081,4853872,18253953
56c24cc1-e236-462a-8c62-c8be749ea945_classified.obo_functional.owl,14008047,8081117,22089164
approximated_6586f334-b04d-4d08-887c-47de32b0b753_rch_engine.ttl_functional.owl,12541166,4501748,17042914
approximated_128974e2-440e-4b1e-a8ea-ac4176d426d2_escription.owl_functional.owl,14177902,10238525,24416427
approximated_00432.owl_functional.owl,21144941,20326116,41471057
49ee914e-c606-444b-a69b-a902f61eb079_mi.obo_functional.owl,35797512,68710393,104507905
00322.owl_functional.owl,56276506,44930686,101207192
approximated_03fcfe87-535e-49d7-aeb2-64553009ef30_Pipecutter.ttl_functional.owl,9963684,7181767,17145451
approximated_35451b41-c449-4b99-b50f-aa68b1165e80_log_device.ttl_functional.owl,16658802,4299437,20958239
approximated_e19bbe24-024d-4860-8f37-287e0c7d8659_multexteast.owl_functional.owl,16740456,18803603,35544059
4608aba9-a4c0-4f88-ad66-894e60f238a0_ciationsDO.obo_functional.owl,857047387,1740237363,2597284750
approximated_7736d1d3-442e-41ad-a9ea-32943a314c55_Bran.rdf_functional.owl,12399940,4108176,16508116
977732b1-9008-4d40-a7d9-6282d3e1b76e_College.owl_functional.owl,16696266,1595943,18292209
3576cf9a-d2dd-4a90-aff6-215c4311e6d5_cto_obo.owl_functional.owl,32311481,51521007,83832488
approximated_90370a36-7359-4e39-b583-900a1d915f60_ogms.owl_functional.owl,16329558,6079116,22408674
approximated_23437d86-4013-415a-bf10-e138784789c6_Beaverboard.ttl_functional.owl,12281950,4099324,16381274
approximated_37a21d68-cfdc-40ce-af06-12ec4818b59b_phys.owl_functional.owl,34631675,37598037,72229712
approximated_4c5e61ea-89dd-4f25-b248-413bc85e39b2_ualization.owl_functional.owl,17706697,12442818,30149515
approximated_1c377542-aa8f-49fe-99b0-9fcf388751fa_Intel_8088.rdf_functional.owl,12148072,3807022,15955094
approximated_0908a087-98f6-400b-928d-ae3e5e2bdf58_space.owl_functional.owl,12538037,8549150,21087187
approximated_db70a667-871f-47cc-aab0-6403c912e300_lTectonics.owl_functional.owl,96688432,165449474,262137906
approximated_4f4f7d58-1004-4cfc-a4b3-4c1cabadc6e8_trParticle.owl_functional.owl,133783970,222341978,356125948
approximated_dc50a9e5-91e0-4c35-926c-2464f4fd647c_mergedtbox.owl_functional.owl,20615973614,44172013740,64787987354
approximated_a20b43ba-8339-48d1-a774-cd78143727de_biolBiome.owl_functional.owl,146423611,149316678,295740289
approximated_faa95fb1-bdbd-4f60-b9cc-fda92c198986_PaulFisher.rdf_functional.owl,74735126,3230066,77965192
approximated_0cca6d94-f7da-4ff9-bd79-af90b4ede378_psimod.owl_functional.owl,64464026,170742127,235206153
approximated_08e73f13-cb78-4934-a787-4eae27ffb5d4_figuration.owl_functional.owl,225641730,274198564,499840294
approximated_c31d1262-91ce-4fb5-bb50-d98f8a8f8b18_MFOEM.owl_functional.owl,233270221,54695375,287965596
approximated_30e8c86d-6920-4f62-bf6a-782717e63cfc_Intel_8080.rdf_functional.owl,90359828,3708434,94068262
approximated_110b4e36-524e-4a42-802a-5d27ee3c9c4d_Power_pro.rdf_functional.owl,116901177,3774341,120675518
approximated_98645061-2659-4244-8a5a-66b0d5985e14_Protractor.ttl_functional.owl,86091499,3825353,89916852
08a4ecab-f8ce-4717-8f16-46c4a9ac8177_ontology_7.owl_functional.owl,96556486,2507759,99064245
26e09cd3-cd6f-4a16-ad24-5e69180c2727_XMLSchema_functional.owl,36076656,909664,36986320
7405c40c-0064-4b0f-b3d0-a42bfda329b7_oid_import.owl_functional.owl,9358049,9688197,19046246
approximated_07b826f9-ec22-40b7-b361-b407c9e9f70d_Piano.rdf_functional.owl,67822309,3976808,71799117
approximated_f0e8b200-cad8-4596-b6b0-094ef5ee54b7_cexamplegraph3_functional.owl,23769237,13701802,37471039
approximated_0316586c-f367-44d4-884d-2b9c8ccbdb6d_shing_line.ttl_functional.owl,83022043,3776808,86798851
approximated_496c48f8-a348-4e40-bdef-2ee8dfbf4de2_onto.rdf_functional.owl,18880890,5817045,24697935
f21e9602-33e8-4a5c-994a-281586702c06_goryFoafPerson_functional.owl,59645498,1213165,60858663
approximated_2b6ae08e-08a7-4312-ba9a-6b7b8325152b_cle_saddle.rdf_functional.owl,13222106,3760442,16982548
approximated_2c23ab60-cad2-4cab-a7d7-e5b591581d1f_opl.obo_functional.owl,18206503,22348213,40554716
approximated_1cbab943-e664-4e18-9df4-dc9dc389c81c_Design.v11.owl_functional.owl,75191428,8114089,83305517
approximated_kb-owl-syntax-unraveled-depth-0-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,741320642,914952859,1656273501
approximated_00354.owl_functional.owl,169654018,336413247,506067265
approximated_61e9a5b0-b500-4a0d-8fb4-854831823f05_onto.rdf_functional.owl,17748461,5017156,22765617
approximated_602f5b45-de34-49ab-b1af-fc1855c2a767_dMesoscale.owl_functional.owl,141602086,246992615,388594701
approximated_d7c83a27-e668-4b04-b43f-d90cd71d48bd_Roles.owl_functional.owl,17281037,18342211,35623248
approximated_00011.owl_functional.owl,12672210,4981928,17654138
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,871570690,1412181142,2283751832
approximated_54e23156-4e21-4cf7-a4eb-2a4124921a60_idomal.owl_functional.owl,72614987,172036061,244651048
approximated_7e83d5a2-59d8-426f-aeca-4c6f04cb8cb0_leChemical.owl_functional.owl,137798848,211825698,349624546
approximated_f5eb84e4-cfc1-472c-b327-4a89f39cb113_erenceList.owl_functional.owl,106545066,19183748,125728814
approximated_8975f171-02cf-44b5-8c2f-84e78086f550_Pickaxe.ttl_functional.owl,18736234,3786678,22522912
be045516-b3d0-43f4-b1d7-2c3b13144003_classified.owl_functional.owl,124620520,260071144,384691664
approximated_00418.owl_functional.owl,18803960,21250154,40054114
approximated_00581.owl_functional.owl,13468913,15659775,29128688
approximated_47e8bfb9-783f-4d50-8d0d-26d89fdfa598_phenHelio.owl_functional.owl,358828300,242713618,601541918
approximated_b2cd94ea-1119-4fff-b999-893be5729043_FN1.51.owl_functional.owl,22423044,8618595,31041639
approximated_93e22a28-ca3c-44ca-9fe0-58c351dcc1e2_Catupiry.ttl_functional.owl,13263543,3790945,17054488
9328de92-8293-4c0e-8ed0-18f015c3f483_ehdaa.owl_functional.owl,74161006,130543849,204704855
approximated_00518.owl_functional.owl,400844914,987090384,1387935298
approximated_3cee4187-def7-4dcc-ac3e-fa3d936e8408_Weisswurst.ttl_functional.owl,12698289,4045094,16743383
approximated_596e23b8-e7b9-4d0a-8470-0316f73400a8_bfo.owl_functional.owl,11053906,5408785,16462691
55084403-f6c4-4ae7-8c52-8437c4efe1e5_mpath.obo_functional.owl,20499779,45190675,65690454
approximated_2d2f81fe-c4e7-490b-99fb-5a58c08dcd5f__extractor.rdf_functional.owl,14642678,3789372,18432050
07a17151-c37f-4e93-9e65-2c459e27183c_EBI_import.owl_functional.owl,23228568,34554003,57782571
approximated_070eff26-58bb-4d96-b3a3-239328e15c35_Lawn_mower.rdf_functional.owl,12888585,3946439,16835024
approximated_15fce30e-84ad-4320-8af2-9e5727207e4c_cwr.owl_functional.owl,26128938,50363365,76492303
approximated_ee8debfa-c011-4e68-9050-2165bfcb9a57_dyLanguage.owl_functional.owl,45735877,11152122,56887999
8f114275-4ca5-4f4f-8d63-bd2bd407047b_tatypeProperty_functional.owl,9900059,1039442,10939501
46d1c7be-8a45-405f-a480-c0f161cbdccc_nt.obo.CURRENT_functional.owl,167303942,367161008,534464950
approximated_296f64cd-01e3-41d2-b947-2d7bacaaefaa_g_aircraft.rdf_functional.owl,12428231,4126230,16554461
approximated_56ae7006-150f-4f6a-947f-ac678064a866_anauniprot.owl_functional.owl,1341619998,2527263623,3868883621
approximated_1b2fbb05-42b1-4f57-93d8-417958fd80e6_peedmaster.rdf_functional.owl,24049781,4594007,28643788
approximated_8ced8d1e-d1df-489b-afba-faa10900bfea_nal_pliers.rdf_functional.owl,15394230,3699747,19093977
approximated_55b97a2e-b256-4ca2-a348-f7eca21eb05d_osscut_saw.rdf_functional.owl,13237921,3962788,17200709
approximated_91b642b2-5eb8-430f-9881-62b8e20addd8_e_withonto.rdf_functional.owl,15547718,5011764,20559482
02544518-4782-4794-93b8-2b7556fbdab3_agrovoc.owl_functional.owl,380236875,897029868,1277266743
approximated_9617adf3-3b67-46f4-a552-310c362a7450_quality_1.owl_functional.owl,54757034,131312853,186069887
approximated_fbe45489-fdb8-4e39-8e37-c91436798253_DP1.24.owl_functional.owl,26011181,3761681,29772862
approximated_b07eb8c5-ae7a-4efb-832a-3d73207d66c9_PA7100LC.rdf_functional.owl,17979970,3968625,21948595
approximated_765fa323-1bba-4428-903a-b02834a8e1f8_compute.owl_functional.owl,13424011,7681157,21105168
529361b8-e0f3-4d84-bc80-46e2b56e6dec_ionEpisode.owl_functional.owl,23607527,3131954,26739481
0c7d7cbb-fa47-4131-8242-7f3523bbb873_russiaB.rdf_functional.owl,17329563,9424937,26754500
approximated_b29f8772-0725-4a20-b2c0-bb2384fe833a_onto.rdf_functional.owl,16591711,6696788,23288499
approximated_0b03b4dc-1181-4086-94f4-63cf1d303d8c_oloss_vs03.owl_functional.owl,90644812,17601621,108246433
approximated_02884bc2-c73f-48a0-804a-aed90c3989fb_OTN.owl_functional.owl,24948024,16821073,41769097
approximated_4d4f0ee4-8d85-4025-9dff-3e7142a36408_rMathGraph.owl_functional.owl,130048891,212728804,342777695
84a6151b-ed69-4db7-b4f8-e2955418c50f_vhog.obo_functional.owl,50048157,88964389,139012546
approximated_f138250e-bab0-478e-92fc-55b7c3622929_realmSoil.owl_functional.owl,331280098,231952366,563232464
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-disjointness.ofn_functional.owl,600028291,1375166485,1975194776
approximated_303841c7-fd68-433d-a78b-d438290b5579_Canoe.ttl_functional.owl,18014494,3715218,21729712
066a6af7-677d-4204-9839-23a6730c2d35_nt.obo.CURRENT_functional.owl,19226385,19009782,38236167
approximated_1035876c-209d-4567-ab91-dc99e89c6b17_russia1.owl_functional.owl,18222188,11868477,30090665
approximated_08546f85-4736-41b6-8bae-d94db7607e19_controller.rdf_functional.owl,21881686,4806140,26687826
approximated_f9655415-2e28-4218-bc17-9d14d0b57a7a_onto.rdf_functional.owl,16385414,7879030,24264444
1b45125c-0cc2-4964-99f4-846ae2ccf529_seontology.owl_functional.owl,626670958,1043435837,1670106795
approximated_HP.owl_functional.owl,325185455,81475829,406661284
approximated_1bb9860d-1c07-4192-8d14-16f5ab4b14e6_mirador.owl_functional.owl,78888108,27772432,106660540
approximated_93bafcd3-d025-4ecf-ac2e-24bc3b60e4dd_y_version3.owl_functional.owl,12064028,8599862,20663890
approximated_9ab09734-015e-49fb-9055-10aea827e1d2_a_20110131.owl_functional.owl,77911992,12475938,90387930
approximated_01648f49-5e2f-4439-abfa-4bdf96aa7226_vivocore0.9.owl_functional.owl,17725647,19951992,37677639
approximated_kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,1092206322,2282535869,3374742191
approximated_e7d61208-c9b9-4fdb-8e37-f8c860d428da_matrIon.owl_functional.owl,155977547,211969673,367947220
approximated_63986ee0-477f-43d6-9e44-68245eb27b84_lodging.owl_functional.owl,20970764,28604382,49575146
approximated_cffe0105-4b11-4ed0-a673-4d7df0a0920f_mart.owl_functional.owl,15716345,1408801,17125146
8af64517-750b-42ca-9a35-ec353e18d9c2_component.owl2_functional.owl,47909924,16855912,64765836
approximated_21a4b9a7-17d1-494c-89a9-ad2f4556bd06_Rotary_tool.rdf_functional.owl,8830360,3665091,12495451
approximated_a1cffc91-b17c-49a5-878e-d7a6437b5889_Menu.ttl_functional.owl,12244635,4157949,16402584
approximated_519b949e-5a07-49f8-94f9-9126289c31ff_drelations.owl_functional.owl,10697250,3575500,14272750
approximated_0463eaf7-2cf5-4049-9049-5333f9ff38f8_rnao.owl2_functional.owl,35975505,62711901,98687406
approximated_03d68be9-cd6d-4074-a5e5-8f95620e65a8_lass_514en.owl_functional.owl,2520326307,5543604091,8063930398
approximated_5c74de05-1e9f-40d7-ba09-aaf571d49158_Conference.owl_functional.owl,77627665,6357095,83984760
approximated_19ec4aa2-c849-4d29-911a-981d4f89ecd3_lir.owl_functional.owl,74804761,4222719,79027480
approximated_9fba6438-b95e-454c-b78e-b32ab7d27e52_sequence.owl_functional.owl,55650396,116881005,172531401
approximated_7a7c9d4b-c5dd-4124-b03a-45c074eeea71_cusuniprot.owl_functional.owl,489250103,576760414,1066010517
approximated_2cfc1856-e333-4421-805f-823eea136c88_Screw_pump.ttl_functional.owl,16094629,3761555,19856184
approximated_75218572-4f9c-4568-a014-b15d5884f9ee_xial_cable.rdf_functional.owl,14691164,3998189,18689353
approximated_6ca24802-be8f-408b-b9e7-a7419da1fefb_atic_lathe.ttl_functional.owl,14104799,3666093,17770892
approximated_a616f2e3-1cbd-4113-98f6-31b6723626be_lexicon.owl_functional.owl,22713774,12408834,35122608
approximated_00772.owl_functional.owl,19806885,27116478,46923363
approximated_222447f8-8854-45b1-a1f2-6617a1327c8e_Wine.rdf_functional.owl,14669701,3719208,18388909
approximated_0a8a1183-826f-4a1e-9ff1-d6d063f69f2d_Parameters.owl_functional.owl,20099555,7580866,27680421
approximated_503bc0e0-f08f-450b-9d7c-503ef68bcbca_eReduction.owl_functional.owl,141086839,247367346,388454185
approximated_3bf8d938-17fa-4ea2-b9c9-65b95f2d89e0_Brioche.rdf_functional.owl,18831072,3705917,22536989
approximated_5cc5949a-36d4-40e8-813e-eec7de657337_atmoFog.owl_functional.owl,98415029,204340623,302755652
approximated_kb-owl-syntax-unraveled-depth-2-km-relevant-cardinalities-triggers-constant-classes-value-nominals.ofn_functional.owl,407565142,987168680,1394733822
approximated_01caf241-5309-4838-bc06-9dcaedf819c6_color.owl_functional.owl,23800925,8389741,32190666
approximated_e9ad8377-c482-47cc-8ffd-cef2bb4c87fd_lmf.owl_functional.owl,19294652,4929711,24224363
approximated_138b2109-e6d5-4603-a9e9-4a0c097c4303_ontology_functional.owl,15307225,5324983,20632208
7ce486d2-8ae0-4dd8-8158-9fd7b8ed2ff4_anio_rerio.obo_functional.owl,370155841,535410267,905566108
approximated_90f8d33e-1fc9-4ddc-ab12-5db9dc9b02fb_dul2.owl_functional.owl,21018638,12047147,33065785
approximated_13444b01-4437-4ec1-b8b2-d472ffc5925f_Buxton_Blue.rdf_functional.owl,18014437,3841274,21855711
approximated_41145a6e-7e54-4ee9-9bec-45d9f85925d3_IPDLite.owl_functional.owl,22643323,35743066,58386389
approximated_bec8ba04-a64b-47f0-9923-f676ef722bba_Earthquake.owl_functional.owl,73131310,135635158,208766468
approximated_0e50c472-3ba6-4093-bb63-59dd343df7a6_lby_cheese.rdf_functional.owl,77436712,3781813,81218525
approximated_kb-owl-syntax-coreference-IDs-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,1404442481,2382713634,3787156115
approximated_ddi.ontology-for-drug-discovery-investigations.2.owl.xml_functional.owl,19647939,12068906,31716845
approximated_d883ecb9-ba99-4f35-9ccc-1d4de800a273_laPhysical.owl_functional.owl,135724826,249200769,384925595
approximated_67407ddc-f8c6-4cb7-ab60-d4b9d29658a5_onto.rdf_functional.owl,19491614,6779032,26270646
approximated_3b2b4da9-5b79-4a15-af1a-b94c1b32a46c_eSituation.owl_functional.owl,15511713,3610290,19122003
15d7f247-fa08-4fcb-a571-0709c41e082c_cerifrdf.rdf_functional.owl,16642986,2353669,18996655
approximated_5f250583-6087-46d1-958e-72cca18f25ae_Ruler.rdf_functional.owl,13752567,3914589,17667156
approximated_0a4a3755-762e-4ba5-a193-35c2851364bc_dsolutions.owl_functional.owl,12750665,5931103,18681768
00376.owl_functional.owl,52022223,19511208,71533431
approximated_2c2f32b9-0d2d-4f06-8caf-eff94b4c718b__breakfast.ttl_functional.owl,17608819,4174939,21783758
approximated_00496.owl_functional.owl,282898752,681428482,964327234
approximated_a3fef08f-c3f9-4295-bc88-5f3418dd97d5_tionAction.owl_functional.owl,15080142,10765200,25845342
approximated_00595.owl_functional.owl,56427128,135067069,191494197
approximated_542f2be8-19e6-4c49-97b0-f4965c14b075_edncbi.owl.obo_functional.owl,5340268859,12674892246,18015161105
872c4f0f-eb27-4bdf-9312-f8b816cbddf2_Wrestler.owl_functional.owl,56879020,2495467,59374487
approximated_13b9f212-b58f-4ae7-8db6-77ebe37852b5_testDL1.owl_functional.owl,16133226,3413547,19546773
approximated_4244f04d-abc4-4217-a630-cd25d7b66717_pmltrust.owl_functional.owl,14024342,5626684,19651026
fabe37dd-2308-4f1a-84e5-7bfc4136487b_onto.rdf_functional.owl,13323245,3527969,16851214
approximated_ee522205-61f3-44de-bf09-9a586364489f_Statistics.owl_functional.owl,135497286,212193120,347690406
approximated_776423b6-180a-4fb1-92c6-8b91a821a584_tateChange.owl_functional.owl,135022421,212764995,347787416
60eb0c31-1147-4e62-82ef-67deb34e14d5_Ship.owl_functional.owl,18050591,2175774,20226365
approximated_04347b34-b265-40bd-9bdf-74a28f6bb9d7_onto.rdf_functional.owl,11249240,4949954,16199194
approximated_f30b49b6-b2ac-4174-82a5-04cf886d1017_CoAXAction.owl_functional.owl,14980097,11616100,26596197
approximated_9a095aaf-d313-449f-8985-c023597698c6_Band_knife.ttl_functional.owl,17486121,3691937,21178058
approximated_7797f672-5aff-45a4-a413-7ab57b75de60_onto.rdf_functional.owl,11190094,4789915,15980009
63c11dda-e6d7-4e4f-a243-a8a5892ba5cb_imeContent.owl_functional.owl,17508063,18383694,35891757
approximated_b7557180-cfe0-4cda-84b6-ec7126208cf7_astroBody.owl_functional.owl,45175123,52909206,98084329
approximated_9be99199-b72e-41ce-93f9-05536f42d179_lRelations.owl_functional.owl,15714835,6886336,22601171
252d6584-a59f-4ea5-9258-6375c5c82a4f_classified.obo_functional.owl,51640270,91316434,142956704
4f0d4aa2-52cb-4c6d-b370-1e57d32ee05b_ubcellular.owl_functional.owl,25030215,18978103,44008318
approximated_8311f67e-40d4-4146-8fbf-89fdd92d7392_kernel.owl_functional.owl,19123773,5355744,24479517
approximated_00045.owl_functional.owl,2898235100,7537479817,10435714917
approximated_14eba30d-efd7-44b1-b934-0b2e66d460ff_onto.rdf_functional.owl,11415612,4939542,16355154
da7d9873-4a1c-4be5-bab2-1e9975bc54c4_image.obo_functional.owl,20544635,26572798,47117433
approximated_1979e64f-1431-469d-9a2d-ae6500efdf16_l220050505.owl_functional.owl,11017774,5203510,16221284
bb473900-e306-4fae-9345-a4fab552f8ec_xstimulus.owl_functional.owl,45147136,12504636,57651772
approximated_f0112871-255c-41a0-8e8e-61c8fe4ae1e0_cmmi.owl_functional.owl,23819432,33117302,56936734
approximated_2f673f57-a1c1-41e6-a471-6723d54dbb11_ethernet.owl_functional.owl,16202017,8587807,24789824
approximated_bd4435b4-23c5-4087-8a35-9cb29fe91b5c_enotype_xp.owl_functional.owl,348823003,848386876,1197209879
approximated_cff0d4ea-7bd0-48ef-9218-09552fc3bc09_confious.owl_functional.owl,84517361,8791211,93308572
approximated_12034599-06d7-45ff-ba6c-5cdd30b0eff5_matrWater.owl_functional.owl,208392534,219242708,427635242
approximated_8483d657-6932-4d42-8980-3b7eb996c17c_ngineering.owl_functional.owl,74626083,9150660,83776743
approximated_kb-owl-syntax-coreference-IDs-constant-classes-relation-axioms-value-classes.ofn_functional.owl,825195739,1790596853,2615792592
approximated_c091c87f-eeab-423c-9f15-826ff321d0c4_rStandards.owl_functional.owl,88186677,169549909,257736586
approximated_c3814cdd-6edc-4cc9-946e-8977287543a3_classified.owl_functional.owl,2906399384,7176443228,10082842612
approximated_44349f78-c3a8-4c00-be5d-c7978847bcdd_mplegraph1.owl_functional.owl,28425955,13205367,41631322
5d322c44-d394-49fb-87dc-80df2603824e_ossAnatomy.obo_functional.owl,69683915,113563733,183247648
approximated_00632.owl_functional.owl,53418386,113215749,166634135
approximated_0b488003-f634-4521-8c42-ccd9d573792b_tools2codo.owl_functional.owl,16034547,9917338,25951885
approximated_kb-owl-syntax-unraveled-depth-0-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,158064487,387111774,545176261
approximated_0e1d688b-f9cf-49f4-b1d8-b57c947005fe_ogms.owl_functional.owl,16262031,6087074,22349105
approximated_274805ed-4303-406d-92da-b377ce01a49e_portal.owl_functional.owl,22688468,14876568,37565036
approximated_19d42047-260f-4ffe-b14a-4819fbe7ae2b_Fruit_sours.ttl_functional.owl,15684423,3864029,19548452
approximated_1474bd80-c387-4f8a-894e-9cac2eee598f_quanEnergy.owl_functional.owl,135054458,228680584,363735042
approximated_09e4d36f-71f8-4513-91b1-ca7c68e8ce20_MP.ttl_functional.owl,10325193,4442346,14767539
approximated_91b26f56-2dbe-487a-b8c8-120db9fa6be7_S.owl.PREVIOUS_functional.owl,13315240,6663986,19979226
approximated_4765dbe8-f4ca-46f9-a5c0-c2722b94f992__horseback.ttl_functional.owl,17005726,4180622,21186348
approximated_6019326c-e0eb-4dc1-87ec-95549e6b89f7_cinema.owl_functional.owl,16294916,3303790,19598706
353f96b3-1adc-446a-9dca-59f4af695e0a_2.0draftB.rdfs_functional.owl,17999305,3925036,21924341
approximated_19dbdea9-2446-4d7b-86ef-3acaa09be07b_Caciotta.ttl_functional.owl,7071725,3674980,10746705
lsm.leukocyte-surface-marker-ontology.2.owl.xml_functional.owl,14716982,22640931,37357913
e4d5ac24-4584-4e60-be20-3c4b99276bfb_condition_3.owl_functional.owl,133287320,319913753,453201073
5143a69d-d2dc-4a95-a6d0-2c805df2e25f_rex.obo_functional.owl,21938417,35905972,57844389
4b3ed145-1887-44b3-950c-d218ef9766b1_ballLeague.owl_functional.owl,15788592,877105,16665697
approximated_kb-owl-syntax-unraveled-depth-1-km-relevant-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,457854778,1119464597,1577319375
5b9e6788-5891-46ce-bba0-e4be057b6056_KategorieFrauen_functional.owl,13584416,922801,14507217
approximated_8761d58a-48e7-4028-af68-d57f7712c58e_dering_mat.rdf_functional.owl,11413900,4632613,16046513
approximated_13b9fc1c-46bb-48c5-b2a0-328425d80d64_sfactoring.owl_functional.owl,36367822,36981090,73348912
approximated_3b446a97-21dd-4ad7-afac-d5af3fa04a02_ess_planer.ttl_functional.owl,16220303,3754169,19974472
approximated_ba52090a-5638-4149-9cf3-cba164b112ad_realmHydro.owl_functional.owl,135355048,248312420,383667468
approximated_76f00b48-f18f-429f-a39c-10ae18c74be7_ile_cutter.ttl_functional.owl,12850086,3905154,16755240
d26bd990-a93b-46c6-83e6-5c2e962eb8d0_onto.rdf_functional.owl,17966000,1686650,19652650
43c7707e-12b7-4146-bbcd-f38f68be7413_asterensfm.owl_functional.owl,421645889,953781311,1375427200
approximated_3851bd3b-395e-4185-9239-e7a937f8d9c2_nt_Example.owl_functional.owl,56032236,51215087,107247323
approximated_4a32ee05-e47b-49d9-8bf8-4e71b31fd8fc_ter.rdfxml.owl_functional.owl,14739519,1806087,16545606
approximated_054da44d-05a5-47df-96d5-c2a790336530_ely_Laddie.ttl_functional.owl,12958520,3690702,16649222
approximated_00a47ea4-c236-4894-b8fb-a15d3d66c110_onto.rdf_functional.owl,12094529,5423528,17518057
approximated_2590b73c-b213-49ea-b4a5-568c56dd8c40_ogcgml.owl_functional.owl,20856231,15681030,36537261
approximated_9105a6d2-c721-4ef5-a34c-5ca8f03bc922_PaulFisher.rdf_functional.owl,18554900,2927234,21482134
approximated_77295fd8-86d0-4b78-82b9-d10b9d195372_Curry.ttl_functional.owl,19060508,3780835,22841343
approximated_65fb8e39-1937-4032-96b1-38af872c0180_st_anatomy.owl_functional.owl,113994196,259671065,373665261
approximated_578ce73e-0e6b-42d3-9cac-60c59da4be1e_Majorero.rdf_functional.owl,81051978,3753732,84805710
approximated_b27c5c4f-9ce3-47c3-b9aa-fa771ffb220e_Film_character_functional.owl,23623909,1988213,25612122
approximated_00047.owl_functional.owl,1764998349,4111169804,5876168153
approximated_59dd76e6-4dd0-4d6f-8256-444592fd97c7_droSurface.owl_functional.owl,114488575,203828156,318316731
