Ontology	OntologyLoading	Classification
/media/uoa/Data1/ore2014_dataset/ClassificationEL/09d2807f-d8a1-4e15-8fbe-d15627f469e7_a_symptom.owl2_functional.owl	865580445	286109262
/media/uoa/Data1/ore2014_dataset/ClassificationEL/09d9eca5-e016-4f66-8f16-bee1ec386eb1_protlabels.owl_functional.owl	811479757	218805852
/media/uoa/Data1/ore2014_dataset/ClassificationEL/09e56d2d-e978-40b2-ae38-7571c5bd69ae_instrument.owl_functional.owl	775388644	173071795
/media/uoa/Data1/ore2014_dataset/ClassificationEL/09e75e49-a3b6-4326-b42b-15b53069176c_ezeichnungen_P_functional.owl	771440621	-45776384961333
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a0136fd-cd88-41a6-a3da-83380dc0af18_Heilpflanzen_E_functional.owl	791395059	-45777340178865
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a314cbc-3ffe-4f6e-b6a5-cae94a760fbb_Settlement.owl_functional.owl	794122810	223320957
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a331e49-6855-471e-b7c3-0a1d751be064_anatstaged.obo_functional.owl	1080834143	875245592
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a435c56-b3a2-4a6d-85ed-aec812144793_nt_anatomy.obo_functional.owl	795649102	266766963
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a47680d-68aa-4f76-ac23-b7995492295d_Park.owl_functional.owl	819867897	236538200
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a79395c-92c6-4b9f-99f1-c25649174dac_fma.owl_functional.owl	2444299873	14130001932
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a96c099-bca4-45f3-bc94-cda47e8f61f6_evelopment.obo_functional.owl	792017833	192118734
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0a9b7b1f-dc5c-4cfd-805f-823372be8a47_ameNet_1.1.owl_functional.owl	901300075	1693414732
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0aa1fe44-aa68-4088-986b-2c97f5acd5d7_nverzeichnis_J_functional.owl	801575551	-45804307693409
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0ac0f77a-ec1d-460a-b067-63ba73944411_cogat_v0.3.owl_functional.owl	836188799	322362943
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0ada0275-aacc-4314-b611-4b8ab4bcdd2a_henotype_xp_go_functional.owl	853540726	419199641
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0af29ac5-5fb2-4428-8332-bdb75fab5b0c_vario.owx_functional.owl	809304657	271003384
